run_id,facility_id,drug_id,factor,factor_value,weight_contribution
L2-2026-01,PKM-004,OBT-013,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-013,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-013,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-013,days_of_stock,28.3,0.0551
L2-2026-01,PKM-004,OBT-013,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-014,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-014,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-014,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-014,days_of_stock,30.0,0.0
L2-2026-01,PKM-004,OBT-014,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-015,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-015,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-015,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-015,days_of_stock,52.5,0.0
L2-2026-01,PKM-004,OBT-015,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-016,drug_category,routine,0.0
L2-2026-01,PKM-004,OBT-016,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-016,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-016,days_of_stock,41.2,0.0
L2-2026-01,PKM-004,OBT-016,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-017,drug_category,routine,0.0
L2-2026-01,PKM-004,OBT-017,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-017,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-017,days_of_stock,26.7,0.1044
L2-2026-01,PKM-004,OBT-017,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-022,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-022,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-022,stockout_history,1,0.1823
L2-2026-01,PKM-004,OBT-022,days_of_stock,0.0,0.6931
L2-2026-01,PKM-004,OBT-022,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-023,drug_category,routine,0.0
L2-2026-01,PKM-004,OBT-023,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-023,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-023,days_of_stock,0.0,0.6931
L2-2026-01,PKM-004,OBT-023,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-025,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-025,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-025,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-025,days_of_stock,30.0,0.0
L2-2026-01,PKM-004,OBT-025,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-026,drug_category,routine,0.0
L2-2026-01,PKM-004,OBT-026,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-026,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-026,days_of_stock,30.0,0.0
L2-2026-01,PKM-004,OBT-026,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-027,drug_category,routine,0.0
L2-2026-01,PKM-004,OBT-027,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-027,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-027,days_of_stock,33.8,0.0
L2-2026-01,PKM-004,OBT-027,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-029,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-029,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-029,stockout_history,1,0.1823
L2-2026-01,PKM-004,OBT-029,days_of_stock,0.0,0.6931
L2-2026-01,PKM-004,OBT-029,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-030,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-030,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-030,stockout_history,1,0.1823
L2-2026-01,PKM-004,OBT-030,days_of_stock,0.0,0.6931
L2-2026-01,PKM-004,OBT-030,regional_mmr,572.9,0.6699
L2-2026-01,PKM-005,OBT-001,drug_category,essential,0.6931
L2-2026-01,PKM-005,OBT-001,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-001,stockout_history,3,0.47
L2-2026-01,PKM-005,OBT-001,days_of_stock,0.0,0.6931
L2-2026-01,PKM-005,OBT-001,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-002,drug_category,essential,0.6931
L2-2026-01,PKM-005,OBT-002,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-002,stockout_history,3,0.47
L2-2026-01,PKM-005,OBT-002,days_of_stock,0.0,0.6931
L2-2026-01,PKM-005,OBT-002,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-003,drug_category,essential,0.6931
L2-2026-01,PKM-005,OBT-003,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-003,stockout_history,3,0.47
L2-2026-01,PKM-005,OBT-003,days_of_stock,0.0,0.6931
L2-2026-01,PKM-005,OBT-003,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-004,drug_category,essential,0.6931
L2-2026-01,PKM-005,OBT-004,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-004,stockout_history,2,0.3365
L2-2026-01,PKM-005,OBT-004,days_of_stock,0.0,0.6931
L2-2026-01,PKM-005,OBT-004,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-005,drug_category,routine,0.0
L2-2026-01,PKM-005,OBT-005,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-005,stockout_history,0,0.0
L2-2026-01,PKM-005,OBT-005,days_of_stock,30.0,0.0
L2-2026-01,PKM-005,OBT-005,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-006,drug_category,routine,0.0
L2-2026-01,PKM-005,OBT-006,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-006,stockout_history,0,0.0
L2-2026-01,PKM-005,OBT-006,days_of_stock,30.0,0.0
L2-2026-01,PKM-005,OBT-006,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-008,drug_category,essential,0.6931
L2-2026-01,PKM-005,OBT-008,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-008,stockout_history,0,0.0
L2-2026-01,PKM-005,OBT-008,days_of_stock,60.0,0.0
L2-2026-01,PKM-005,OBT-008,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-009,drug_category,essential,0.6931
L2-2026-01,PKM-005,OBT-009,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-009,stockout_history,0,0.0
L2-2026-01,PKM-005,OBT-009,days_of_stock,97.5,0.0
L2-2026-01,PKM-005,OBT-009,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-012,drug_category,essential,0.6931
L2-2026-01,PKM-005,OBT-012,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-012,stockout_history,0,0.0
L2-2026-01,PKM-005,OBT-012,days_of_stock,8.7,0.5365
L2-2026-01,PKM-005,OBT-012,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-013,drug_category,essential,0.6931
L2-2026-01,PKM-005,OBT-013,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-013,stockout_history,2,0.3365
L2-2026-01,PKM-005,OBT-013,days_of_stock,0.0,0.6931
L2-2026-01,PKM-005,OBT-013,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-014,drug_category,essential,0.6931
L2-2026-01,PKM-005,OBT-014,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-014,stockout_history,2,0.3365
L2-2026-01,PKM-005,OBT-014,days_of_stock,0.0,0.6931
L2-2026-01,PKM-005,OBT-014,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-015,drug_category,essential,0.6931
L2-2026-01,PKM-005,OBT-015,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-015,stockout_history,0,0.0
L2-2026-01,PKM-005,OBT-015,days_of_stock,60.0,0.0
L2-2026-01,PKM-005,OBT-015,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-016,drug_category,routine,0.0
L2-2026-01,PKM-005,OBT-016,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-016,stockout_history,0,0.0
L2-2026-01,PKM-005,OBT-016,days_of_stock,57.0,0.0
L2-2026-01,PKM-005,OBT-016,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-017,drug_category,routine,0.0
L2-2026-01,PKM-005,OBT-017,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-017,stockout_history,3,0.47
L2-2026-01,PKM-005,OBT-017,days_of_stock,0.0,0.6931
L2-2026-01,PKM-005,OBT-017,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-021,drug_category,essential,0.6931
L2-2026-01,PKM-005,OBT-021,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-021,stockout_history,0,0.0
L2-2026-01,PKM-005,OBT-021,days_of_stock,0.0,0.6931
L2-2026-01,PKM-005,OBT-021,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-024,drug_category,routine,0.0
L2-2026-01,PKM-005,OBT-024,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-024,stockout_history,1,0.1823
L2-2026-01,PKM-005,OBT-024,days_of_stock,0.0,0.6931
L2-2026-01,PKM-005,OBT-024,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-025,drug_category,essential,0.6931
L2-2026-01,PKM-005,OBT-025,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-025,stockout_history,0,0.0
L2-2026-01,PKM-005,OBT-025,days_of_stock,84.7,0.0
L2-2026-01,PKM-005,OBT-025,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-026,drug_category,routine,0.0
L2-2026-01,PKM-005,OBT-026,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-026,stockout_history,2,0.3365
L2-2026-01,PKM-005,OBT-026,days_of_stock,0.0,0.6931
L2-2026-01,PKM-005,OBT-026,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-027,drug_category,routine,0.0
L2-2026-01,PKM-005,OBT-027,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-027,stockout_history,2,0.3365
L2-2026-01,PKM-005,OBT-027,days_of_stock,0.0,0.6931
L2-2026-01,PKM-005,OBT-027,regional_mmr,528.4,0.6312
L2-2026-01,PKM-005,OBT-028,drug_category,routine,0.0
L2-2026-01,PKM-005,OBT-028,accessibility,1,0.4055
L2-2026-01,PKM-005,OBT-028,stockout_history,0,0.0
L2-2026-01,PKM-005,OBT-028,days_of_stock,0.0,0.6931
L2-2026-01,PKM-005,OBT-028,regional_mmr,528.4,0.6312
L2-2026-01,PKM-006,OBT-001,drug_category,essential,0.6931
L2-2026-01,PKM-006,OBT-001,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-001,stockout_history,1,0.1823
L2-2026-01,PKM-006,OBT-001,days_of_stock,0.0,0.6931
L2-2026-01,PKM-006,OBT-001,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-002,drug_category,essential,0.6931
L2-2026-01,PKM-006,OBT-002,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-002,stockout_history,1,0.1823
L2-2026-01,PKM-006,OBT-002,days_of_stock,0.0,0.6931
L2-2026-01,PKM-006,OBT-002,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-003,drug_category,essential,0.6931
L2-2026-01,PKM-006,OBT-003,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-003,stockout_history,1,0.1823
L2-2026-01,PKM-006,OBT-003,days_of_stock,0.0,0.6931
L2-2026-01,PKM-006,OBT-003,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-004,drug_category,essential,0.6931
L2-2026-01,PKM-006,OBT-004,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-004,stockout_history,1,0.1823
L2-2026-01,PKM-006,OBT-004,days_of_stock,0.0,0.6931
L2-2026-01,PKM-006,OBT-004,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-005,drug_category,routine,0.0
L2-2026-01,PKM-006,OBT-005,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-005,stockout_history,0,0.0
L2-2026-01,PKM-006,OBT-005,days_of_stock,0.0,0.6931
L2-2026-01,PKM-006,OBT-005,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-006,drug_category,routine,0.0
L2-2026-01,PKM-006,OBT-006,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-006,stockout_history,0,0.0
L2-2026-01,PKM-006,OBT-006,days_of_stock,0.0,0.6931
L2-2026-01,PKM-006,OBT-006,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-008,drug_category,essential,0.6931
L2-2026-01,PKM-006,OBT-008,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-008,stockout_history,1,0.1823
L2-2026-01,PKM-006,OBT-008,days_of_stock,68.1,0.0
L2-2026-01,PKM-006,OBT-008,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-009,drug_category,essential,0.6931
L2-2026-01,PKM-006,OBT-009,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-009,stockout_history,1,0.1823
L2-2026-01,PKM-006,OBT-009,days_of_stock,76.5,0.0
L2-2026-01,PKM-006,OBT-009,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-012,drug_category,essential,0.6931
L2-2026-01,PKM-006,OBT-012,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-012,stockout_history,0,0.0
L2-2026-01,PKM-006,OBT-012,days_of_stock,19.7,0.2952
L2-2026-01,PKM-006,OBT-012,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-013,drug_category,essential,0.6931
L2-2026-01,PKM-006,OBT-013,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-013,stockout_history,0,0.0
L2-2026-01,PKM-006,OBT-013,days_of_stock,3.1,0.6401
L2-2026-01,PKM-006,OBT-013,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-014,drug_category,essential,0.6931
L2-2026-01,PKM-006,OBT-014,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-014,stockout_history,0,0.0
L2-2026-01,PKM-006,OBT-014,days_of_stock,16.4,0.3739
L2-2026-01,PKM-006,OBT-014,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-015,drug_category,essential,0.6931
L2-2026-01,PKM-006,OBT-015,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-015,stockout_history,0,0.0
L2-2026-01,PKM-006,OBT-015,days_of_stock,240.0,0.0
L2-2026-01,PKM-006,OBT-015,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-016,drug_category,routine,0.0
L2-2026-01,PKM-006,OBT-016,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-016,stockout_history,0,0.0
L2-2026-01,PKM-006,OBT-016,days_of_stock,240.0,0.0
L2-2026-01,PKM-006,OBT-016,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-017,drug_category,routine,0.0
L2-2026-01,PKM-006,OBT-017,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-017,stockout_history,3,0.47
L2-2026-01,PKM-006,OBT-017,days_of_stock,0.0,0.6931
L2-2026-01,PKM-006,OBT-017,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-024,drug_category,routine,0.0
L2-2026-01,PKM-006,OBT-024,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-024,stockout_history,0,0.0
L2-2026-01,PKM-006,OBT-024,days_of_stock,83.6,0.0
L2-2026-01,PKM-006,OBT-024,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-026,drug_category,routine,0.0
L2-2026-01,PKM-006,OBT-026,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-026,stockout_history,3,0.47
L2-2026-01,PKM-006,OBT-026,days_of_stock,0.0,0.6931
L2-2026-01,PKM-006,OBT-026,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-027,drug_category,routine,0.0
L2-2026-01,PKM-006,OBT-027,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-027,stockout_history,3,0.47
L2-2026-01,PKM-006,OBT-027,days_of_stock,0.0,0.6931
L2-2026-01,PKM-006,OBT-027,regional_mmr,469.4,0.5776
L2-2026-01,PKM-006,OBT-028,drug_category,routine,0.0
L2-2026-01,PKM-006,OBT-028,accessibility,1,0.4055
L2-2026-01,PKM-006,OBT-028,stockout_history,0,0.0
L2-2026-01,PKM-006,OBT-028,days_of_stock,30.0,0.0
L2-2026-01,PKM-006,OBT-028,regional_mmr,469.4,0.5776
L2-2026-01,PKM-007,OBT-001,drug_category,essential,0.6931
L2-2026-01,PKM-007,OBT-001,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-001,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-001,days_of_stock,147.3,0.0
L2-2026-01,PKM-007,OBT-001,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-002,drug_category,essential,0.6931
L2-2026-01,PKM-007,OBT-002,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-002,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-002,days_of_stock,145.7,0.0
L2-2026-01,PKM-007,OBT-002,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-003,drug_category,essential,0.6931
L2-2026-01,PKM-007,OBT-003,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-003,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-003,days_of_stock,130.5,0.0
L2-2026-01,PKM-007,OBT-003,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-004,drug_category,essential,0.6931
L2-2026-01,PKM-007,OBT-004,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-004,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-004,days_of_stock,42.3,0.0
L2-2026-01,PKM-007,OBT-004,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-005,drug_category,routine,0.0
L2-2026-01,PKM-007,OBT-005,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-005,stockout_history,1,0.1823
L2-2026-01,PKM-007,OBT-005,days_of_stock,100.3,0.0
L2-2026-01,PKM-007,OBT-005,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-006,drug_category,routine,0.0
L2-2026-01,PKM-007,OBT-006,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-006,stockout_history,1,0.1823
L2-2026-01,PKM-007,OBT-006,days_of_stock,46.3,0.0
L2-2026-01,PKM-007,OBT-006,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-007,drug_category,emergency,1.0986
L2-2026-01,PKM-007,OBT-007,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-007,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-007,days_of_stock,90.0,0.0
L2-2026-01,PKM-007,OBT-007,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-008,drug_category,essential,0.6931
L2-2026-01,PKM-007,OBT-008,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-008,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-008,days_of_stock,31.6,0.0
L2-2026-01,PKM-007,OBT-008,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-009,drug_category,essential,0.6931
L2-2026-01,PKM-007,OBT-009,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-009,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-009,days_of_stock,51.7,0.0
L2-2026-01,PKM-007,OBT-009,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-010,drug_category,emergency,1.0986
L2-2026-01,PKM-007,OBT-010,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-010,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-010,days_of_stock,30.0,0.0
L2-2026-01,PKM-007,OBT-010,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-013,drug_category,essential,0.6931
L2-2026-01,PKM-007,OBT-013,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-013,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-013,days_of_stock,34.1,0.0
L2-2026-01,PKM-007,OBT-013,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-014,drug_category,essential,0.6931
L2-2026-01,PKM-007,OBT-014,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-014,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-014,days_of_stock,45.0,0.0
L2-2026-01,PKM-007,OBT-014,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-015,drug_category,essential,0.6931
L2-2026-01,PKM-007,OBT-015,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-015,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-015,days_of_stock,37.5,0.0
L2-2026-01,PKM-007,OBT-015,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-016,drug_category,routine,0.0
L2-2026-01,PKM-007,OBT-016,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-016,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-016,days_of_stock,21.4,0.2521
L2-2026-01,PKM-007,OBT-016,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-017,drug_category,routine,0.0
L2-2026-01,PKM-007,OBT-017,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-017,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-017,days_of_stock,50.0,0.0
L2-2026-01,PKM-007,OBT-017,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-022,drug_category,essential,0.6931
L2-2026-01,PKM-007,OBT-022,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-022,stockout_history,1,0.1823
L2-2026-01,PKM-007,OBT-022,days_of_stock,102.0,0.0
L2-2026-01,PKM-007,OBT-022,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-023,drug_category,routine,0.0
L2-2026-01,PKM-007,OBT-023,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-023,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-023,days_of_stock,60.0,0.0
L2-2026-01,PKM-007,OBT-023,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-024,drug_category,routine,0.0
L2-2026-01,PKM-007,OBT-024,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-024,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-024,days_of_stock,43.6,0.0
L2-2026-01,PKM-007,OBT-024,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-025,drug_category,essential,0.6931
L2-2026-01,PKM-007,OBT-025,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-025,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-025,days_of_stock,150.0,0.0
L2-2026-01,PKM-007,OBT-025,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-026,drug_category,routine,0.0
L2-2026-01,PKM-007,OBT-026,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-026,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-026,days_of_stock,60.0,0.0
L2-2026-01,PKM-007,OBT-026,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-027,drug_category,routine,0.0
L2-2026-01,PKM-007,OBT-027,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-027,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-027,days_of_stock,60.0,0.0
L2-2026-01,PKM-007,OBT-027,regional_mmr,289.7,0.3937
L2-2026-01,PKM-007,OBT-028,drug_category,routine,0.0
L2-2026-01,PKM-007,OBT-028,accessibility,3,0.0
L2-2026-01,PKM-007,OBT-028,stockout_history,0,0.0
L2-2026-01,PKM-007,OBT-028,days_of_stock,0.0,0.6931
L2-2026-01,PKM-007,OBT-028,regional_mmr,289.7,0.3937
L2-2026-01,PKM-008,OBT-001,drug_category,essential,0.6931
L2-2026-01,PKM-008,OBT-001,accessibility,2,0.1823
L2-2026-01,PKM-008,OBT-001,stockout_history,0,0.0
L2-2026-01,PKM-008,OBT-001,days_of_stock,223.3,0.0
L2-2026-01,PKM-008,OBT-001,regional_mmr,380.2,0.4905
L2-2026-01,PKM-008,OBT-002,drug_category,essential,0.6931
L2-2026-01,PKM-008,OBT-002,accessibility,2,0.1823
L2-2026-01,PKM-008,OBT-002,stockout_history,0,0.0
L2-2026-01,PKM-008,OBT-002,days_of_stock,270.0,0.0
L2-2026-01,PKM-008,OBT-002,regional_mmr,380.2,0.4905
L2-2026-01,PKM-008,OBT-003,drug_category,essential,0.6931
L2-2026-01,PKM-008,OBT-003,accessibility,2,0.1823
L2-2026-01,PKM-008,OBT-003,stockout_history,0,0.0
L2-2026-01,PKM-008,OBT-003,days_of_stock,150.0,0.0
L2-2026-01,PKM-008,OBT-003,regional_mmr,380.2,0.4905
L2-2026-01,PKM-008,OBT-004,drug_category,essential,0.6931
L2-2026-01,PKM-008,OBT-004,accessibility,2,0.1823
L2-2026-01,PKM-008,OBT-004,stockout_history,0,0.0
L2-2026-01,PKM-008,OBT-004,days_of_stock,34.8,0.0
L2-2026-01,PKM-008,OBT-004,regional_mmr,380.2,0.4905
L2-2026-01,PKM-008,OBT-005,drug_category,routine,0.0
L2-2026-01,PKM-008,OBT-005,accessibility,2,0.1823
L2-2026-01,PKM-008,OBT-005,stockout_history,1,0.1823
L2-2026-01,PKM-008,OBT-005,days_of_stock,59.1,0.0
L2-2026-01,PKM-008,OBT-005,regional_mmr,380.2,0.4905
L2-2026-01,PKM-008,OBT-006,drug_category,routine,0.0
L2-2026-01,PKM-008,OBT-006,accessibility,2,0.1823
L2-2026-01,PKM-008,OBT-006,stockout_history,0,0.0
L2-2026-01,PKM-008,OBT-006,days_of_stock,59.1,0.0
L2-2026-01,PKM-008,OBT-006,regional_mmr,380.2,0.4905
L2-2026-01,PKM-008,OBT-008,drug_category,essential,0.6931
L2-2026-01,PKM-008,OBT-008,accessibility,2,0.1823
L2-2026-01,PKM-008,OBT-008,stockout_history,0,0.0
L2-2026-01,PKM-008,OBT-008,days_of_stock,5.0,0.6061
L2-2026-01,PKM-008,OBT-008,regional_mmr,380.2,0.4905
L2-2026-01,PKM-008,OBT-009,drug_category,essential,0.6931
L2-2026-01,PKM-008,OBT-009,accessibility,2,0.1823
L2-2026-01,PKM-008,OBT-009,stockout_history,0,0.0
L2-2026-01,PKM-008,OBT-009,days_of_stock,20.5,0.2751
L2-2026-01,PKM-008,OBT-009,regional_mmr,380.2,0.4905
L2-2026-01,PKM-008,OBT-010,drug_category,emergency,1.0986
L2-2026-01,PKM-008,OBT-010,accessibility,2,0.1823
L2-2026-01,PKM-008,OBT-010,stockout_history,0,0.0
L2-2026-01,PKM-008,OBT-010,days_of_stock,30.0,0.0
L2-2026-01,PKM-008,OBT-010,regional_mmr,380.2,0.4905
L2-2026-01,PKM-008,OBT-011,drug_category,emergency,1.0986
L2-2026-01,PKM-008,OBT-011,accessibility,2,0.1823
L2-2026-01,PKM-008,OBT-011,stockout_history,0,0.0
L2-2026-01,PKM-008,OBT-011,days_of_stock,84.0,0.0
L2-2026-01,PKM-008,OBT-011,regional_mmr,380.2,0.4905
L2-2026-01,PKM-008,OBT-012,drug_category,essential,0.6931
L2-2026-01,PKM-008,OBT-012,accessibility,2,0.1823
L2-2026-01,PKM-008,OBT-012,stockout_history,0,0.0
L2-2026-01,PKM-008,OBT-012,days_of_stock,77.4,0.0
L2-2026-01,PKM-008,OBT-012,regional_mmr,380.2,0.4905
