facility_id,period,drug_id,opening_stock,resupply_units,consumption,closing_stock,stockout_flag
PKM-007,2025-05-01,OBT-021,48,0,0,48,False
PKM-007,2025-06-01,OBT-021,48,0,0,48,False
PKM-007,2025-07-01,OBT-021,48,0,0,48,False
PKM-007,2025-08-01,OBT-021,48,0,0,48,False
PKM-007,2025-09-01,OBT-021,48,0,24,24,False
PKM-007,2025-10-01,OBT-021,36,12,0,36,False
PKM-007,2025-11-01,OBT-021,42,6,0,42,False
PKM-007,2025-12-01,OBT-021,48,6,0,48,False
PKM-007,2023-01-01,OBT-022,8,0,8,0,True
PKM-007,2023-02-01,OBT-022,12,12,5,7,False
PKM-007,2023-03-01,OBT-022,24,17,6,18,False
PKM-007,2023-04-01,OBT-022,24,6,5,19,False
PKM-007,2023-05-01,OBT-022,19,0,5,14,False
PKM-007,2023-06-01,OBT-022,14,0,0,14,False
PKM-007,2023-07-01,OBT-022,14,0,0,14,False
PKM-007,2023-08-01,OBT-022,14,0,14,0,True
PKM-007,2023-09-01,OBT-022,38,38,0,38,False
PKM-007,2023-10-01,OBT-022,38,0,6,32,False
PKM-007,2023-11-01,OBT-022,38,6,0,38,False
PKM-007,2023-12-01,OBT-022,38,0,0,38,False
PKM-007,2024-01-01,OBT-022,38,0,0,38,False
PKM-007,2024-02-01,OBT-022,38,0,6,32,False
PKM-007,2024-03-01,OBT-022,32,0,0,32,False
PKM-007,2024-04-01,OBT-022,32,0,0,32,False
PKM-007,2024-05-01,OBT-022,32,0,0,32,False
PKM-007,2024-06-01,OBT-022,32,0,0,32,False
PKM-007,2024-07-01,OBT-022,32,0,0,32,False
PKM-007,2024-08-01,OBT-022,32,0,7,25,False
PKM-007,2024-09-01,OBT-022,25,0,7,18,False
PKM-007,2024-10-01,OBT-022,18,0,6,12,False
PKM-007,2024-11-01,OBT-022,14,2,0,14,False
PKM-007,2024-12-01,OBT-022,14,0,0,14,False
PKM-007,2025-01-01,OBT-022,14,0,0,14,False
PKM-007,2025-02-01,OBT-022,14,0,0,14,False
PKM-007,2025-03-01,OBT-022,14,0,5,9,False
PKM-007,2025-04-01,OBT-022,10,1,5,5,False
PKM-007,2025-05-01,OBT-022,10,5,0,10,False
PKM-007,2025-06-01,OBT-022,10,0,0,10,False
PKM-007,2025-07-01,OBT-022,10,0,10,0,True
PKM-007,2025-08-01,OBT-022,24,24,0,24,False
PKM-007,2025-09-01,OBT-022,24,0,0,24,False
PKM-007,2025-10-01,OBT-022,24,0,3,21,False
PKM-007,2025-11-01,OBT-022,21,0,4,17,False
PKM-007,2025-12-01,OBT-022,17,0,0,17,False
PKM-007,2023-01-01,OBT-023,4,0,4,0,True
PKM-007,2023-02-01,OBT-023,12,12,3,9,False
PKM-007,2023-03-01,OBT-023,12,3,3,9,False
PKM-007,2023-04-01,OBT-023,12,3,3,9,False
PKM-007,2023-05-01,OBT-023,9,0,3,6,False
PKM-007,2023-06-01,OBT-023,6,0,0,6,False
PKM-007,2023-07-01,OBT-023,6,0,0,6,False
PKM-007,2023-08-01,OBT-023,6,0,6,0,True
PKM-007,2023-09-01,OBT-023,16,16,0,16,False
PKM-007,2023-10-01,OBT-023,16,0,3,13,False
PKM-007,2023-11-01,OBT-023,15,2,0,15,False
PKM-007,2023-12-01,OBT-023,15,0,0,15,False
PKM-007,2024-01-01,OBT-023,15,0,0,15,False
PKM-007,2024-02-01,OBT-023,15,0,3,12,False
PKM-007,2024-03-01,OBT-023,12,0,0,12,False
PKM-007,2024-04-01,OBT-023,12,0,0,12,False
PKM-007,2024-05-01,OBT-023,12,0,0,12,False
PKM-007,2024-06-01,OBT-023,12,0,0,12,False
PKM-007,2024-07-01,OBT-023,12,0,0,12,False
PKM-007,2024-08-01,OBT-023,12,0,3,9,False
PKM-007,2024-09-01,OBT-023,9,0,3,6,False
PKM-007,2024-10-01,OBT-023,6,0,3,3,False
PKM-007,2024-11-01,OBT-023,5,2,0,5,False
PKM-007,2024-12-01,OBT-023,5,0,0,5,False
PKM-007,2025-01-01,OBT-023,5,0,0,5,False
PKM-007,2025-02-01,OBT-023,5,0,0,5,False
PKM-007,2025-03-01,OBT-023,5,0,3,2,False
PKM-007,2025-04-01,OBT-023,6,4,3,3,False
PKM-007,2025-05-01,OBT-023,3,0,0,3,False
PKM-007,2025-06-01,OBT-023,6,3,0,6,False
PKM-007,2025-07-01,OBT-023,6,0,6,0,False
PKM-007,2025-08-01,OBT-023,12,12,0,12,False
PKM-007,2025-09-01,OBT-023,12,0,0,12,False
PKM-007,2025-10-01,OBT-023,12,0,3,9,False
PKM-007,2025-11-01,OBT-023,9,0,3,6,False
PKM-007,2025-12-01,OBT-023,6,0,0,6,False
PKM-007,2023-01-01,OBT-024,31,0,13,18,False
PKM-007,2023-02-01,OBT-024,26,8,0,26,False
PKM-007,2023-03-01,OBT-024,26,0,0,26,False
PKM-007,2023-04-01,OBT-024,26,0,0,26,False
PKM-007,2023-05-01,OBT-024,26,0,26,0,False
PKM-007,2023-06-01,OBT-024,52,52,0,52,False
PKM-007,2023-07-01,OBT-024,52,0,26,26,False
PKM-007,2023-08-01,OBT-024,52,26,13,39,False
PKM-007,2023-09-01,OBT-024,52,13,13,39,False
PKM-007,2023-10-01,OBT-024,45,6,0,45,False
PKM-007,2023-11-01,OBT-024,45,0,26,19,False
PKM-007,2023-12-01,OBT-024,19,0,19,0,True
PKM-007,2024-01-01,OBT-024,52,52,0,52,False
PKM-007,2024-02-01,OBT-024,52,0,13,39,False
PKM-007,2024-03-01,OBT-024,52,13,13,39,False
PKM-007,2024-04-01,OBT-024,39,0,0,39,False
PKM-007,2024-05-01,OBT-024,39,0,0,39,False
PKM-007,2024-06-01,OBT-024,39,0,13,26,False
PKM-007,2024-07-01,OBT-024,26,0,13,13,False
PKM-007,2024-08-01,OBT-024,26,13,13,13,False
PKM-007,2024-09-01,OBT-024,26,13,13,13,False
PKM-007,2024-10-01,OBT-024,13,0,13,0,True
PKM-007,2024-11-01,OBT-024,26,26,13,13,False
PKM-007,2024-12-01,OBT-024,33,20,33,0,True
PKM-007,2025-01-01,OBT-024,102,102,0,102,False
PKM-007,2025-02-01,OBT-024,102,0,38,64,False
PKM-007,2025-03-01,OBT-024,102,38,0,102,False
PKM-007,2025-04-01,OBT-024,102,0,0,102,False
PKM-007,2025-05-01,OBT-024,102,0,13,89,False
PKM-007,2025-06-01,OBT-024,89,0,0,89,False
PKM-007,2025-07-01,OBT-024,89,0,13,76,False
PKM-007,2025-08-01,OBT-024,76,0,13,63,False
PKM-007,2025-09-01,OBT-024,63,0,13,50,False
PKM-007,2025-10-01,OBT-024,50,0,26,24,False
PKM-007,2025-11-01,OBT-024,38,14,26,12,False
PKM-007,2025-12-01,OBT-024,32,20,0,32,False
PKM-007,2023-01-01,OBT-025,30,0,0,30,False
PKM-007,2023-02-01,OBT-025,30,0,0,30,False
PKM-007,2023-03-01,OBT-025,30,0,0,30,False
PKM-007,2023-04-01,OBT-025,30,0,0,30,False
PKM-007,2023-05-01,OBT-025,30,0,0,30,False
PKM-007,2023-06-01,OBT-025,30,0,24,6,False
PKM-007,2023-07-01,OBT-025,48,42,0,48,False
PKM-007,2023-08-01,OBT-025,48,0,0,48,False
PKM-007,2023-09-01,OBT-025,48,0,0,48,False
PKM-007,2023-10-01,OBT-025,48,0,0,48,False
PKM-007,2023-11-01,OBT-025,48,0,24,24,False
PKM-007,2023-12-01,OBT-025,48,24,24,24,False
PKM-007,2024-01-01,OBT-025,36,12,0,36,False
PKM-007,2024-02-01,OBT-025,36,0,24,12,False
PKM-007,2024-03-01,OBT-025,48,36,48,0,True
PKM-007,2024-04-01,OBT-025,144,144,48,96,False
PKM-007,2024-05-01,OBT-025,144,48,0,144,False
PKM-007,2024-06-01,OBT-025,144,0,0,144,False
PKM-007,2024-07-01,OBT-025,144,0,0,144,False
PKM-007,2024-08-01,OBT-025,144,0,0,144,False
PKM-007,2024-09-01,OBT-025,144,0,0,144,False
PKM-007,2024-10-01,OBT-025,144,0,0,144,False
PKM-007,2024-11-01,OBT-025,144,0,0,144,False
PKM-007,2024-12-01,OBT-025,144,0,24,120,False
PKM-007,2025-01-01,OBT-025,120,0,96,24,False
PKM-007,2025-02-01,OBT-025,192,168,24,168,False
PKM-007,2025-03-01,OBT-025,192,24,0,192,False
PKM-007,2025-04-01,OBT-025,192,0,0,192,False
PKM-007,2025-05-01,OBT-025,192,0,0,192,False
PKM-007,2025-06-01,OBT-025,192,0,24,168,False
PKM-007,2025-07-01,OBT-025,168,0,0,168,False
PKM-007,2025-08-01,OBT-025,168,0,24,144,False
PKM-007,2025-09-01,OBT-025,144,0,0,144,False
PKM-007,2025-10-01,OBT-025,144,0,24,120,False
PKM-007,2025-11-01,OBT-025,120,0,0,120,False
PKM-007,2025-12-01,OBT-025,120,0,0,120,False
PKM-007,2023-01-01,OBT-026,14,0,14,0,False
PKM-007,2023-02-01,OBT-026,28,28,14,14,False
PKM-007,2023-03-01,OBT-026,21,7,0,21,False
PKM-007,2023-04-01,OBT-026,28,7,0,28,False
PKM-007,2023-05-01,OBT-026,28,0,0,28,False
PKM-007,2023-06-01,OBT-026,28,0,14,14,False
PKM-007,2023-07-01,OBT-026,28,14,14,14,False
PKM-007,2023-08-01,OBT-026,28,14,0,28,False
PKM-007,2023-09-01,OBT-026,28,0,0,28,False
PKM-007,2023-10-01,OBT-026,28,0,0,28,False
PKM-007,2023-11-01,OBT-026,28,0,0,28,False
PKM-007,2023-12-01,OBT-026,28,0,7,21,False
PKM-007,2024-01-01,OBT-026,21,0,14,7,False
PKM-007,2024-02-01,OBT-026,28,21,7,21,False
PKM-007,2024-03-01,OBT-026,28,7,7,21,False
PKM-007,2024-04-01,OBT-026,28,7,0,28,False
PKM-007,2024-05-01,OBT-026,28,0,0,28,False
PKM-007,2024-06-01,OBT-026,28,0,0,28,False
PKM-007,2024-07-01,OBT-026,28,0,7,21,False
PKM-007,2024-08-01,OBT-026,21,0,7,14,False
PKM-007,2024-09-01,OBT-026,14,0,7,7,False
PKM-007,2024-10-01,OBT-026,7,0,0,7,False
PKM-007,2024-11-01,OBT-026,7,0,0,7,False
PKM-007,2024-12-01,OBT-026,11,4,11,0,True
PKM-007,2025-01-01,OBT-026,14,14,0,14,False
PKM-007,2025-02-01,OBT-026,21,7,7,14,False
PKM-007,2025-03-01,OBT-026,28,14,14,14,False
PKM-007,2025-04-01,OBT-026,28,14,0,28,False
PKM-007,2025-05-01,OBT-026,28,0,14,14,False
PKM-007,2025-06-01,OBT-026,28,14,7,21,False
PKM-007,2025-07-01,OBT-026,28,7,0,28,False
PKM-007,2025-08-01,OBT-026,28,0,0,28,False
PKM-007,2025-09-01,OBT-026,28,0,7,21,False
PKM-007,2025-10-01,OBT-026,21,0,21,0,False
PKM-007,2025-11-01,OBT-026,42,42,0,42,False
PKM-007,2025-12-01,OBT-026,42,0,0,42,False
PKM-007,2023-01-01,OBT-027,16,0,16,0,True
PKM-007,2023-02-01,OBT-027,17,17,17,0,False
PKM-007,2023-03-01,OBT-027,34,34,0,34,False
PKM-007,2023-04-01,OBT-027,34,0,0,34,False
PKM-007,2023-05-01,OBT-027,34,0,0,34,False
PKM-007,2023-06-01,OBT-027,34,0,17,17,False
PKM-007,2023-07-01,OBT-027,34,17,17,17,False
PKM-007,2023-08-01,OBT-027,34,17,0,34,False
PKM-007,2023-09-01,OBT-027,34,0,0,34,False
PKM-007,2023-10-01,OBT-027,34,0,0,34,False
PKM-007,2023-11-01,OBT-027,34,0,0,34,False
PKM-007,2023-12-01,OBT-027,34,0,8,26,False
PKM-007,2024-01-01,OBT-027,26,0,17,9,False
PKM-007,2024-02-01,OBT-027,34,25,8,26,False
PKM-007,2024-03-01,OBT-027,26,0,8,18,False
PKM-007,2024-04-01,OBT-027,34,16,0,34,False
PKM-007,2024-05-01,OBT-027,34,0,0,34,False
PKM-007,2024-06-01,OBT-027,34,0,0,34,False
PKM-007,2024-07-01,OBT-027,34,0,8,26,False
PKM-007,2024-08-01,OBT-027,26,0,8,18,False
PKM-007,2024-09-01,OBT-027,18,0,8,10,False
PKM-007,2024-10-01,OBT-027,16,6,0,16,False
PKM-007,2024-11-01,OBT-027,16,0,0,16,False
PKM-007,2024-12-01,OBT-027,16,0,16,0,True
PKM-007,2025-01-01,OBT-027,34,34,0,34,False
PKM-007,2025-02-01,OBT-027,34,0,8,26,False
PKM-007,2025-03-01,OBT-027,34,8,17,17,False
PKM-007,2025-04-01,OBT-027,34,17,0,34,False
PKM-007,2025-05-01,OBT-027,34,0,17,17,False
PKM-007,2025-06-01,OBT-027,34,17,8,26,False
PKM-007,2025-07-01,OBT-027,34,8,0,34,False
PKM-007,2025-08-01,OBT-027,34,0,0,34,False
PKM-007,2025-09-01,OBT-027,34,0,8,26,False
PKM-007,2025-10-01,OBT-027,26,0,25,1,False
PKM-007,2025-11-01,OBT-027,25,24,0,25,False
PKM-007,2025-12-01,OBT-027,50,25,0,50,False
PKM-007,2023-01-01,OBT-028,2,0,1,1,False
PKM-007,2023-02-01,OBT-028,2,1,2,0,False
PKM-007,2023-03-01,OBT-028,2,2,0,2,False
PKM-007,2023-04-01,OBT-028,4,2,2,2,False
PKM-007,2023-05-01,OBT-028,4,2,2,2,False
PKM-007,2023-06-01,OBT-028,4,2,0,4,False
PKM-007,2023-07-01,OBT-028,4,0,2,2,False
PKM-007,2023-08-01,OBT-028,4,2,0,4,False
PKM-007,2023-09-01,OBT-028,4,0,1,3,False
PKM-007,2023-10-01,OBT-028,4,1,2,2,False
PKM-007,2023-11-01,OBT-028,4,2,1,3,False
PKM-007,2023-12-01,OBT-028,3,0,1,2,False
PKM-007,2024-01-01,OBT-028,3,1,0,3,False
PKM-007,2024-02-01,OBT-028,3,0,0,3,False
PKM-007,2024-03-01,OBT-028,3,0,1,2,False
PKM-007,2024-04-01,OBT-028,2,0,0,2,False
PKM-007,2024-05-01,OBT-028,2,0,0,2,False
PKM-007,2024-06-01,OBT-028,2,0,1,1,False
PKM-007,2024-07-01,OBT-028,2,1,1,1,False
PKM-007,2024-08-01,OBT-028,2,1,2,0,False
PKM-007,2024-09-01,OBT-028,4,4,0,4,False
PKM-007,2024-10-01,OBT-028,4,0,2,2,False
PKM-007,2024-11-01,OBT-028,3,1,1,2,False
PKM-007,2024-12-01,OBT-028,4,2,0,4,False
PKM-007,2025-01-01,OBT-028,4,0,1,3,False
PKM-007,2025-02-01,OBT-028,3,0,1,2,False
PKM-007,2025-03-01,OBT-028,2,0,1,1,False
PKM-007,2025-04-01,OBT-028,2,1,1,1,False
PKM-007,2025-05-01,OBT-028,2,1,1,1,False
PKM-007,2025-06-01,OBT-028,2,1,0,2,False
PKM-007,2025-07-01,OBT-028,2,0,1,1,False
PKM-007,2025-08-01,OBT-028,2,1,0,2,False
PKM-007,2025-09-01,OBT-028,2,0,0,2,False
PKM-007,2025-10-01,OBT-028,2,0,0,2,False
PKM-007,2025-11-01,OBT-028,2,0,0,2,False
PKM-007,2025-12-01,OBT-028,2,0,2,0,False
PKM-007,2023-01-01,OBT-029,2,0,0,2,False
PKM-007,2023-02-01,OBT-029,2,0,0,2,False
PKM-007,2023-03-01,OBT-029,2,0,0,2,False
PKM-007,2023-04-01,OBT-029,2,0,0,2,False
PKM-007,2023-05-01,OBT-029,2,0,0,2,False
PKM-007,2023-06-01,OBT-029,2,0,0,2,False
PKM-007,2023-07-01,OBT-029,2,0,0,2,False
PKM-007,2023-08-01,OBT-029,2,0,0,2,False
PKM-007,2023-09-01,OBT-029,2,0,2,0,True
PKM-007,2023-10-01,OBT-029,38,38,0,38,False
PKM-007,2023-11-01,OBT-029,38,0,0,38,False
PKM-007,2023-12-01,OBT-029,38,0,0,38,False
PKM-007,2024-01-01,OBT-029,38,0,0,38,False
PKM-007,2024-02-01,OBT-029,38,0,0,38,False
PKM-007,2024-03-01,OBT-029,38,0,0,38,False
PKM-007,2024-04-01,OBT-029,38,0,0,38,False
PKM-007,2024-05-01,OBT-029,38,0,0,38,False
PKM-007,2024-06-01,OBT-029,38,0,0,38,False
PKM-007,2024-07-01,OBT-029,38,0,0,38,False
PKM-007,2024-08-01,OBT-029,38,0,0,38,False
PKM-007,2024-09-01,OBT-029,38,0,0,38,False
PKM-007,2024-10-01,OBT-029,38,0,0,38,False
PKM-007,2024-11-01,OBT-029,38,0,0,38,False
PKM-007,2024-12-01,OBT-029,38,0,0,38,False
PKM-007,2025-01-01,OBT-029,38,0,0,38,False
PKM-007,2025-02-01,OBT-029,38,0,0,38,False
PKM-007,2025-03-01,OBT-029,38,0,0,38,False
PKM-007,2025-04-01,OBT-029,38,0,0,38,False
PKM-007,2025-05-01,OBT-029,38,0,0,38,False
PKM-007,2025-06-01,OBT-029,38,0,0,38,False
PKM-007,2025-07-01,OBT-029,38,0,0,38,False
PKM-007,2025-08-01,OBT-029,38,0,0,38,False
PKM-007,2025-09-01,OBT-029,38,0,0,38,False
PKM-007,2025-10-01,OBT-029,38,0,0,38,False
PKM-007,2025-11-01,OBT-029,38,0,0,38,False
PKM-007,2025-12-01,OBT-029,38,0,0,38,False
PKM-007,2023-01-01,OBT-030,2,0,0,2,False
PKM-007,2023-02-01,OBT-030,2,0,0,2,False
PKM-007,2023-03-01,OBT-030,2,0,0,2,False
PKM-007,2023-04-01,OBT-030,2,0,0,2,False
PKM-007,2023-05-01,OBT-030,2,0,0,2,False
PKM-007,2023-06-01,OBT-030,2,0,0,2,False
PKM-007,2023-07-01,OBT-030,2,0,0,2,False
PKM-007,2023-08-01,OBT-030,2,0,0,2,False
PKM-007,2023-09-01,OBT-030,2,0,2,0,True
PKM-007,2023-10-01,OBT-030,11,11,0,11,False
PKM-007,2023-11-01,OBT-030,22,11,0,22,False
PKM-007,2023-12-01,OBT-030,22,0,0,22,False
PKM-007,2024-01-01,OBT-030,22,0,0,22,False
PKM-007,2024-02-01,OBT-030,22,0,0,22,False
PKM-007,2024-03-01,OBT-030,22,0,0,22,False
PKM-007,2024-04-01,OBT-030,22,0,0,22,False
PKM-007,2024-05-01,OBT-030,22,0,0,22,False
PKM-007,2024-06-01,OBT-030,22,0,0,22,False
PKM-007,2024-07-01,OBT-030,22,0,0,22,False
PKM-007,2024-08-01,OBT-030,22,0,0,22,False
PKM-007,2024-09-01,OBT-030,22,0,0,22,False
PKM-007,2024-10-01,OBT-030,22,0,0,22,False
PKM-007,2024-11-01,OBT-030,22,0,0,22,False
PKM-007,2024-12-01,OBT-030,22,0,0,22,False
PKM-007,2025-01-01,OBT-030,22,0,0,22,False
PKM-007,2025-02-01,OBT-030,22,0,0,22,False
PKM-007,2025-03-01,OBT-030,22,0,0,22,False
PKM-007,2025-04-01,OBT-030,22,0,0,22,False
PKM-007,2025-05-01,OBT-030,22,0,0,22,False
PKM-007,2025-06-01,OBT-030,22,0,0,22,False
PKM-007,2025-07-01,OBT-030,22,0,0,22,False
PKM-007,2025-08-01,OBT-030,22,0,0,22,False
PKM-007,2025-09-01,OBT-030,22,0,0,22,False
PKM-007,2025-10-01,OBT-030,22,0,0,22,False
PKM-007,2025-11-01,OBT-030,22,0,0,22,False
PKM-007,2025-12-01,OBT-030,22,0,0,22,False
PKM-008,2023-01-01,OBT-001,32,0,13,19,False
PKM-008,2023-02-01,OBT-001,26,7,26,0,True
PKM-008,2023-03-01,OBT-001,58,58,22,36,False
PKM-008,2023-04-01,OBT-001,58,22,0,58,False
PKM-008,2023-05-01,OBT-001,58,0,21,37,False
PKM-008,2023-06-01,OBT-001,37,0,0,37,False
PKM-008,2023-07-01,OBT-001,42,5,9,33,False
PKM-008,2023-08-01,OBT-001,42,9,0,42,False
PKM-008,2023-09-01,OBT-001,42,0,0,42,False
PKM-008,2023-10-01,OBT-001,42,0,22,20,False
PKM-008,2023-11-01,OBT-001,32,12,15,17,False
PKM-008,2023-12-01,OBT-001,31,14,25,6,False
PKM-008,2024-01-01,OBT-001,50,44,24,26,False
PKM-008,2024-02-01,OBT-001,26,0,20,6,False
PKM-008,2024-03-01,OBT-001,50,44,9,41,False
PKM-008,2024-04-01,OBT-001,48,7,10,38,False
PKM-008,2024-05-01,OBT-001,38,0,10,28,False
PKM-008,2024-06-01,OBT-001,28,0,0,28,False
PKM-008,2024-07-01,OBT-001,28,0,28,0,True
PKM-008,2024-08-01,OBT-001,60,60,10,50,False
PKM-008,2024-09-01,OBT-001,60,10,0,60,False
PKM-008,2024-10-01,OBT-001,60,0,40,20,False
PKM-008,2024-11-01,OBT-001,80,60,0,80,False
PKM-008,2024-12-01,OBT-001,80,0,0,80,False
PKM-008,2025-01-01,OBT-001,80,0,31,49,False
PKM-008,2025-02-01,OBT-001,62,13,43,19,False
PKM-008,2025-03-01,OBT-001,86,67,0,86,False
PKM-008,2025-04-01,OBT-001,86,0,0,86,False
PKM-008,2025-05-01,OBT-001,86,0,0,86,False
PKM-008,2025-06-01,OBT-001,86,0,39,47,False
PKM-008,2025-07-01,OBT-001,78,31,16,62,False
PKM-008,2025-08-01,OBT-001,78,16,12,66,False
PKM-008,2025-09-01,OBT-001,78,12,0,78,False
PKM-008,2025-10-01,OBT-001,78,0,0,78,False
PKM-008,2025-11-01,OBT-001,78,0,11,67,False
PKM-008,2025-12-01,OBT-001,67,0,0,67,False
PKM-008,2023-01-01,OBT-002,4,0,2,2,False
PKM-008,2023-02-01,OBT-002,3,1,3,0,True
PKM-008,2023-03-01,OBT-002,8,8,3,5,False
PKM-008,2023-04-01,OBT-002,5,0,0,5,False
PKM-008,2023-05-01,OBT-002,8,3,3,5,False
PKM-008,2023-06-01,OBT-002,6,1,0,6,False
PKM-008,2023-07-01,OBT-002,6,0,1,5,False
PKM-008,2023-08-01,OBT-002,6,1,0,6,False
PKM-008,2023-09-01,OBT-002,6,0,0,6,False
PKM-008,2023-10-01,OBT-002,6,0,3,3,False
PKM-008,2023-11-01,OBT-002,6,3,2,4,False
PKM-008,2023-12-01,OBT-002,5,1,3,2,False
PKM-008,2024-01-01,OBT-002,4,2,3,1,False
PKM-008,2024-02-01,OBT-002,6,5,3,3,False
PKM-008,2024-03-01,OBT-002,5,2,1,4,False
PKM-008,2024-04-01,OBT-002,6,2,1,5,False
PKM-008,2024-05-01,OBT-002,6,1,1,5,False
PKM-008,2024-06-01,OBT-002,5,0,0,5,False
PKM-008,2024-07-01,OBT-002,5,0,4,1,False
PKM-008,2024-08-01,OBT-002,8,7,1,7,False
PKM-008,2024-09-01,OBT-002,8,1,0,8,False
PKM-008,2024-10-01,OBT-002,8,0,5,3,False
PKM-008,2024-11-01,OBT-002,10,7,0,10,False
PKM-008,2024-12-01,OBT-002,10,0,0,10,False
PKM-008,2025-01-01,OBT-002,10,0,4,6,False
PKM-008,2025-02-01,OBT-002,8,2,5,3,False
PKM-008,2025-03-01,OBT-002,10,7,0,10,False
PKM-008,2025-04-01,OBT-002,10,0,0,10,False
PKM-008,2025-05-01,OBT-002,10,0,0,10,False
PKM-008,2025-06-01,OBT-002,10,0,5,5,False
PKM-008,2025-07-01,OBT-002,10,5,2,8,False
PKM-008,2025-08-01,OBT-002,10,2,2,8,False
PKM-008,2025-09-01,OBT-002,10,2,0,10,False
PKM-008,2025-10-01,OBT-002,10,0,0,10,False
PKM-008,2025-11-01,OBT-002,10,0,1,9,False
PKM-008,2025-12-01,OBT-002,9,0,0,9,False
PKM-008,2023-01-01,OBT-003,17,0,6,11,False
PKM-008,2023-02-01,OBT-003,13,2,11,2,False
PKM-008,2023-03-01,OBT-003,12,10,12,0,True
PKM-008,2023-04-01,OBT-003,26,26,0,26,False
PKM-008,2023-05-01,OBT-003,26,0,13,13,False
PKM-008,2023-06-01,OBT-003,26,13,0,26,False
PKM-008,2023-07-01,OBT-003,26,0,7,19,False
PKM-008,2023-08-01,OBT-003,26,7,0,26,False
PKM-008,2023-09-01,OBT-003,26,0,0,26,False
PKM-008,2023-10-01,OBT-003,26,0,13,13,False
PKM-008,2023-11-01,OBT-003,26,13,5,21,False
PKM-008,2023-12-01,OBT-003,26,5,12,14,False
PKM-008,2024-01-01,OBT-003,20,6,12,8,False
PKM-008,2024-02-01,OBT-003,24,16,13,11,False
PKM-008,2024-03-01,OBT-003,19,8,7,12,False
PKM-008,2024-04-01,OBT-003,26,14,7,19,False
PKM-008,2024-05-01,OBT-003,26,7,7,19,False
PKM-008,2024-06-01,OBT-003,19,0,0,19,False
PKM-008,2024-07-01,OBT-003,19,0,11,8,False
PKM-008,2024-08-01,OBT-003,22,14,7,15,False
PKM-008,2024-09-01,OBT-003,22,7,0,22,False
PKM-008,2024-10-01,OBT-003,22,0,17,5,False
PKM-008,2024-11-01,OBT-003,19,14,0,19,False
PKM-008,2024-12-01,OBT-003,27,8,0,27,False
PKM-008,2025-01-01,OBT-003,34,7,20,14,False
PKM-008,2025-02-01,OBT-003,27,13,26,1,False
PKM-008,2025-03-01,OBT-003,1,0,0,1,False
PKM-008,2025-04-01,OBT-003,52,51,0,52,False
PKM-008,2025-05-01,OBT-003,52,0,0,52,False
PKM-008,2025-06-01,OBT-003,52,0,18,34,False
PKM-008,2025-07-01,OBT-003,36,2,5,31,False
PKM-008,2025-08-01,OBT-003,36,5,6,30,False
PKM-008,2025-09-01,OBT-003,36,6,0,36,False
PKM-008,2025-10-01,OBT-003,36,0,0,36,False
PKM-008,2025-11-01,OBT-003,36,0,6,30,False
PKM-008,2025-12-01,OBT-003,30,0,0,30,False
PKM-008,2023-01-01,OBT-004,332,0,108,224,False
PKM-008,2023-02-01,OBT-004,266,42,168,98,False
PKM-008,2023-03-01,OBT-004,336,238,168,168,False
PKM-008,2023-04-01,OBT-004,336,168,144,192,False
PKM-008,2023-05-01,OBT-004,336,144,120,216,False
PKM-008,2023-06-01,OBT-004,336,120,96,240,False
PKM-008,2023-07-01,OBT-004,288,48,204,84,False
PKM-008,2023-08-01,OBT-004,408,324,48,360,False
PKM-008,2023-09-01,OBT-004,408,48,144,264,False
PKM-008,2023-10-01,OBT-004,408,144,168,240,False
PKM-008,2023-11-01,OBT-004,336,96,108,228,False
PKM-008,2023-12-01,OBT-004,336,108,24,312,False
PKM-008,2024-01-01,OBT-004,312,0,216,96,False
PKM-008,2024-02-01,OBT-004,264,168,120,144,False
PKM-008,2024-03-01,OBT-004,432,288,252,180,False
PKM-008,2024-04-01,OBT-004,504,324,204,300,False
PKM-008,2024-05-01,OBT-004,504,204,300,204,False
PKM-008,2024-06-01,OBT-004,600,396,96,504,False
PKM-008,2024-07-01,OBT-004,600,96,72,528,False
PKM-008,2024-08-01,OBT-004,600,72,156,444,False
PKM-008,2024-09-01,OBT-004,444,0,0,444,False
PKM-008,2024-10-01,OBT-004,444,0,36,408,False
PKM-008,2024-11-01,OBT-004,408,0,144,264,False
PKM-008,2024-12-01,OBT-004,276,12,192,84,False
PKM-008,2025-01-01,OBT-004,384,300,180,204,False
PKM-008,2025-02-01,OBT-004,294,90,144,150,False
PKM-008,2025-03-01,OBT-004,384,234,144,240,False
PKM-008,2025-04-01,OBT-004,360,120,96,264,False
PKM-008,2025-05-01,OBT-004,288,24,48,240,False
PKM-008,2025-06-01,OBT-004,288,48,84,204,False
PKM-008,2025-07-01,OBT-004,266,62,108,158,False
PKM-008,2025-08-01,OBT-004,266,108,204,62,False
PKM-008,2025-09-01,OBT-004,408,346,48,360,False
PKM-008,2025-10-01,OBT-004,408,48,192,216,False
PKM-008,2025-11-01,OBT-004,312,96,204,108,False
PKM-008,2025-12-01,OBT-004,258,150,48,210,False
PKM-008,2023-01-01,OBT-005,56,0,18,38,False
PKM-008,2023-02-01,OBT-005,45,7,27,18,False
PKM-008,2023-03-01,OBT-005,54,36,27,27,False
PKM-008,2023-04-01,OBT-005,54,27,27,27,False
PKM-008,2023-05-01,OBT-005,54,27,18,36,False
