facility_id,drug_id,period,closing_stock,estimated_total_cases,lead_time_days,rainy_season_access,accessibility_score,standard_daily_dose,treatment_duration_days,month,year
PKM-002,OBT-027,2024-10-01,102,113,7.0,terganggu,2,1,14,10,2024
PKM-002,OBT-027,2024-11-01,147,215,7.0,terganggu,2,1,14,11,2024
PKM-002,OBT-027,2024-12-01,80,149,7.0,terganggu,2,1,14,12,2024
PKM-002,OBT-027,2025-01-01,78,120,7.0,terganggu,2,1,14,1,2025
PKM-002,OBT-027,2025-02-01,117,119,7.0,terganggu,2,1,14,2,2025
PKM-002,OBT-028,2023-03-01,143,105,7.0,terganggu,2,1,1,3,2023
PKM-002,OBT-028,2023-04-01,108,75,7.0,terganggu,2,1,1,4,2023
PKM-002,OBT-028,2023-05-01,88,96,7.0,terganggu,2,1,1,5,2023
PKM-002,OBT-028,2023-06-01,98,90,7.0,terganggu,2,1,1,6,2023
PKM-002,OBT-028,2023-07-01,95,110,7.0,terganggu,2,1,1,7,2023
PKM-002,OBT-028,2023-08-01,96,110,7.0,terganggu,2,1,1,8,2023
PKM-002,OBT-028,2023-09-01,169,110,7.0,terganggu,2,1,1,9,2023
PKM-002,OBT-028,2023-10-01,124,120,7.0,terganggu,2,1,1,10,2023
PKM-002,OBT-028,2023-11-01,56,200,7.0,terganggu,2,1,1,11,2023
PKM-002,OBT-028,2023-12-01,158,127,7.0,terganggu,2,1,1,12,2023
PKM-002,OBT-028,2024-01-01,78,118,7.0,terganggu,2,1,1,1,2024
PKM-002,OBT-028,2024-02-01,129,106,7.0,terganggu,2,1,1,2,2024
PKM-002,OBT-028,2024-03-01,67,106,7.0,terganggu,2,1,1,3,2024
PKM-002,OBT-028,2024-04-01,136,91,7.0,terganggu,2,1,1,4,2024
PKM-002,OBT-028,2024-05-01,88,86,7.0,terganggu,2,1,1,5,2024
PKM-002,OBT-028,2024-06-01,64,106,7.0,terganggu,2,1,1,6,2024
PKM-002,OBT-028,2024-07-01,90,105,7.0,terganggu,2,1,1,7,2024
PKM-002,OBT-028,2024-08-01,112,93,7.0,terganggu,2,1,1,8,2024
PKM-002,OBT-028,2024-09-01,130,117,7.0,terganggu,2,1,1,9,2024
PKM-002,OBT-028,2024-10-01,82,104,7.0,terganggu,2,1,1,10,2024
PKM-002,OBT-028,2024-11-01,94,215,7.0,terganggu,2,1,1,11,2024
PKM-002,OBT-028,2024-12-01,96,123,7.0,terganggu,2,1,1,12,2024
PKM-002,OBT-028,2025-01-01,157,107,7.0,terganggu,2,1,1,1,2025
PKM-002,OBT-028,2025-02-01,177,111,7.0,terganggu,2,1,1,2,2025
PKM-002,OBT-029,2023-03-01,133,105,7.0,terganggu,2,3,21,3,2023
PKM-002,OBT-029,2023-04-01,76,75,7.0,terganggu,2,3,21,4,2023
PKM-002,OBT-029,2023-05-01,72,92,7.0,terganggu,2,3,21,5,2023
PKM-002,OBT-029,2023-06-01,70,96,7.0,terganggu,2,3,21,6,2023
PKM-002,OBT-029,2023-07-01,128,97,7.0,terganggu,2,3,21,7,2023
PKM-002,OBT-029,2023-08-01,120,107,7.0,terganggu,2,3,21,8,2023
PKM-002,OBT-029,2023-09-01,67,101,7.0,terganggu,2,3,21,9,2023
PKM-002,OBT-029,2023-10-01,79,102,7.0,terganggu,2,3,21,10,2023
PKM-002,OBT-029,2023-11-01,69,199,7.0,terganggu,2,3,21,11,2023
PKM-002,OBT-029,2023-12-01,98,142,7.0,terganggu,2,3,21,12,2023
PKM-002,OBT-029,2024-01-01,105,110,7.0,terganggu,2,3,21,1,2024
PKM-002,OBT-029,2024-02-01,66,92,7.0,terganggu,2,3,21,2,2024
PKM-002,OBT-029,2024-03-01,88,104,7.0,terganggu,2,3,21,3,2024
PKM-002,OBT-029,2024-04-01,54,84,7.0,terganggu,2,3,21,4,2024
PKM-002,OBT-029,2024-05-01,72,92,7.0,terganggu,2,3,21,5,2024
PKM-002,OBT-029,2024-06-01,148,96,7.0,terganggu,2,3,21,6,2024
PKM-002,OBT-029,2024-07-01,115,95,7.0,terganggu,2,3,21,7,2024
PKM-002,OBT-029,2024-08-01,93,101,7.0,terganggu,2,3,21,8,2024
PKM-002,OBT-029,2024-09-01,109,103,7.0,terganggu,2,3,21,9,2024
PKM-002,OBT-029,2024-10-01,52,118,7.0,terganggu,2,3,21,10,2024
PKM-002,OBT-029,2024-11-01,112,164,7.0,terganggu,2,3,21,11,2024
PKM-002,OBT-029,2024-12-01,143,122,7.0,terganggu,2,3,21,12,2024
PKM-002,OBT-029,2025-01-01,112,114,7.0,terganggu,2,3,21,1,2025
PKM-002,OBT-029,2025-02-01,83,114,7.0,terganggu,2,3,21,2,2025
PKM-002,OBT-030,2023-03-01,133,94,7.0,terganggu,2,1,21,3,2023
PKM-002,OBT-030,2023-04-01,57,63,7.0,terganggu,2,1,21,4,2023
PKM-002,OBT-030,2023-05-01,99,72,7.0,terganggu,2,1,21,5,2023
PKM-002,OBT-030,2023-06-01,73,82,7.0,terganggu,2,1,21,6,2023
PKM-002,OBT-030,2023-07-01,102,75,7.0,terganggu,2,1,21,7,2023
PKM-002,OBT-030,2023-08-01,100,85,7.0,terganggu,2,1,21,8,2023
PKM-002,OBT-030,2023-09-01,65,91,7.0,terganggu,2,1,21,9,2023
PKM-002,OBT-030,2023-10-01,107,106,7.0,terganggu,2,1,21,10,2023
PKM-002,OBT-030,2023-11-01,80,150,7.0,terganggu,2,1,21,11,2023
PKM-002,OBT-030,2023-12-01,106,116,7.0,terganggu,2,1,21,12,2023
PKM-002,OBT-030,2024-01-01,75,88,7.0,terganggu,2,1,21,1,2024
PKM-002,OBT-030,2024-02-01,66,97,7.0,terganggu,2,1,21,2,2024
PKM-002,OBT-030,2024-03-01,117,93,7.0,terganggu,2,1,21,3,2024
PKM-002,OBT-030,2024-04-01,71,71,7.0,terganggu,2,1,21,4,2024
PKM-002,OBT-030,2024-05-01,55,80,7.0,terganggu,2,1,21,5,2024
PKM-002,OBT-030,2024-06-01,82,91,7.0,terganggu,2,1,21,6,2024
PKM-002,OBT-030,2024-07-01,55,76,7.0,terganggu,2,1,21,7,2024
PKM-002,OBT-030,2024-08-01,69,90,7.0,terganggu,2,1,21,8,2024
PKM-002,OBT-030,2024-09-01,115,93,7.0,terganggu,2,1,21,9,2024
PKM-002,OBT-030,2024-10-01,70,87,7.0,terganggu,2,1,21,10,2024
PKM-002,OBT-030,2024-11-01,108,177,7.0,terganggu,2,1,21,11,2024
PKM-002,OBT-030,2024-12-01,100,126,7.0,terganggu,2,1,21,12,2024
PKM-002,OBT-030,2025-01-01,87,107,7.0,terganggu,2,1,21,1,2025
PKM-002,OBT-030,2025-02-01,80,82,7.0,terganggu,2,1,21,2,2025
PKM-003,OBT-001,2023-03-01,3679,1638,3.0,normal,3,6,7,3,2023
PKM-003,OBT-001,2023-04-01,2781,1219,3.0,normal,3,6,7,4,2023
PKM-003,OBT-001,2023-05-01,2330,1219,3.0,normal,3,6,7,5,2023
PKM-003,OBT-001,2023-06-01,2058,1563,3.0,normal,3,6,7,6,2023
PKM-003,OBT-001,2023-07-01,2548,1433,3.0,normal,3,6,7,7,2023
PKM-003,OBT-001,2023-08-01,2755,1366,3.0,normal,3,6,7,8,2023
PKM-003,OBT-001,2023-09-01,2070,1487,3.0,normal,3,6,7,9,2023
PKM-003,OBT-001,2023-10-01,2497,1501,3.0,normal,3,6,7,10,2023
PKM-003,OBT-001,2023-11-01,2473,2922,3.0,normal,3,6,7,11,2023
PKM-003,OBT-001,2023-12-01,4243,2015,3.0,normal,3,6,7,12,2023
PKM-003,OBT-001,2024-01-01,3151,1798,3.0,normal,3,6,7,1,2024
PKM-003,OBT-001,2024-02-01,3202,1783,3.0,normal,3,6,7,2,2024
PKM-003,OBT-001,2024-03-01,2795,1499,3.0,normal,3,6,7,3,2024
PKM-003,OBT-001,2024-04-01,1469,1131,3.0,normal,3,6,7,4,2024
PKM-003,OBT-001,2024-05-01,2316,1464,3.0,normal,3,6,7,5,2024
PKM-003,OBT-001,2024-06-01,1902,1512,3.0,normal,3,6,7,6,2024
PKM-003,OBT-001,2024-07-01,1684,1336,3.0,normal,3,6,7,7,2024
PKM-003,OBT-001,2024-08-01,1805,1488,3.0,normal,3,6,7,8,2024
PKM-003,OBT-001,2024-09-01,2491,1534,3.0,normal,3,6,7,9,2024
PKM-003,OBT-001,2024-10-01,1840,1820,3.0,normal,3,6,7,10,2024
PKM-003,OBT-001,2024-11-01,1663,2560,3.0,normal,3,6,7,11,2024
PKM-003,OBT-001,2024-12-01,4273,2021,3.0,normal,3,6,7,12,2024
PKM-003,OBT-001,2025-01-01,2052,1869,3.0,normal,3,6,7,1,2025
PKM-003,OBT-001,2025-02-01,2007,1431,3.0,normal,3,6,7,2,2025
PKM-003,OBT-002,2023-03-01,2282,1616,3.0,normal,3,3,7,3,2023
PKM-003,OBT-002,2023-04-01,1683,1288,3.0,normal,3,3,7,4,2023
PKM-003,OBT-002,2023-05-01,1451,1233,3.0,normal,3,3,7,5,2023
PKM-003,OBT-002,2023-06-01,1964,1419,3.0,normal,3,3,7,6,2023
PKM-003,OBT-002,2023-07-01,3376,1579,3.0,normal,3,3,7,7,2023
PKM-003,OBT-002,2023-08-01,2187,1360,3.0,normal,3,3,7,8,2023
PKM-003,OBT-002,2023-09-01,1691,1336,3.0,normal,3,3,7,9,2023
PKM-003,OBT-002,2023-10-01,2038,1692,3.0,normal,3,3,7,10,2023
PKM-003,OBT-002,2023-11-01,1585,2725,3.0,normal,3,3,7,11,2023
PKM-003,OBT-002,2023-12-01,2634,1784,3.0,normal,3,3,7,12,2023
PKM-003,OBT-002,2024-01-01,3052,1675,3.0,normal,3,3,7,1,2024
PKM-003,OBT-002,2024-02-01,1923,1522,3.0,normal,3,3,7,2,2024
PKM-003,OBT-002,2024-03-01,3034,1442,3.0,normal,3,3,7,3,2024
PKM-003,OBT-002,2024-04-01,2271,1203,3.0,normal,3,3,7,4,2024
PKM-003,OBT-002,2024-05-01,1698,1201,3.0,normal,3,3,7,5,2024
PKM-003,OBT-002,2024-06-01,3051,1509,3.0,normal,3,3,7,6,2024
PKM-003,OBT-002,2024-07-01,2869,1540,3.0,normal,3,3,7,7,2024
PKM-003,OBT-002,2024-08-01,2673,1452,3.0,normal,3,3,7,8,2024
PKM-003,OBT-002,2024-09-01,2610,1374,3.0,normal,3,3,7,9,2024
PKM-003,OBT-002,2024-10-01,2148,1727,3.0,normal,3,3,7,10,2024
PKM-003,OBT-002,2024-11-01,3341,3004,3.0,normal,3,3,7,11,2024
PKM-003,OBT-002,2024-12-01,2918,1729,3.0,normal,3,3,7,12,2024
PKM-003,OBT-002,2025-01-01,2721,1603,3.0,normal,3,3,7,1,2025
PKM-003,OBT-002,2025-02-01,3069,1569,3.0,normal,3,3,7,2,2025
PKM-003,OBT-003,2023-03-01,2113,1488,3.0,normal,3,4,3,3,2023
PKM-003,OBT-003,2023-04-01,2392,999,3.0,normal,3,4,3,4,2023
PKM-003,OBT-003,2023-05-01,2688,1344,3.0,normal,3,4,3,5,2023
PKM-003,OBT-003,2023-06-01,2320,1247,3.0,normal,3,4,3,6,2023
PKM-003,OBT-003,2023-07-01,2029,1267,3.0,normal,3,4,3,7,2023
PKM-003,OBT-003,2023-08-01,1870,1385,3.0,normal,3,4,3,8,2023
PKM-003,OBT-003,2023-09-01,2226,1377,3.0,normal,3,4,3,9,2023
PKM-003,OBT-003,2023-10-01,1391,1583,3.0,normal,3,4,3,10,2023
PKM-003,OBT-003,2023-11-01,2222,2714,3.0,normal,3,4,3,11,2023
PKM-003,OBT-003,2023-12-01,3562,1851,3.0,normal,3,4,3,12,2023
PKM-003,OBT-003,2024-01-01,2850,1580,3.0,normal,3,4,3,1,2024
PKM-003,OBT-003,2024-02-01,1856,1302,3.0,normal,3,4,3,2,2024
PKM-003,OBT-003,2024-03-01,2346,1462,3.0,normal,3,4,3,3,2024
PKM-003,OBT-003,2024-04-01,1522,959,3.0,normal,3,4,3,4,2024
PKM-003,OBT-003,2024-05-01,1623,1293,3.0,normal,3,4,3,5,2024
PKM-003,OBT-003,2024-06-01,1947,1429,3.0,normal,3,4,3,6,2024
PKM-003,OBT-003,2024-07-01,2159,1165,3.0,normal,3,4,3,7,2024
PKM-003,OBT-003,2024-08-01,2562,1330,3.0,normal,3,4,3,8,2024
PKM-003,OBT-003,2024-09-01,1709,1261,3.0,normal,3,4,3,9,2024
PKM-003,OBT-003,2024-10-01,2459,1524,3.0,normal,3,4,3,10,2024
PKM-003,OBT-003,2024-11-01,2394,2733,3.0,normal,3,4,3,11,2024
PKM-003,OBT-003,2024-12-01,3113,1943,3.0,normal,3,4,3,12,2024
PKM-003,OBT-003,2025-01-01,1826,1413,3.0,normal,3,4,3,1,2025
PKM-003,OBT-003,2025-02-01,2454,1362,3.0,normal,3,4,3,2,2025
PKM-003,OBT-004,2023-03-01,2018,1271,3.0,normal,3,2,30,3,2023
PKM-003,OBT-004,2023-04-01,1225,888,3.0,normal,3,2,30,4,2023
PKM-003,OBT-004,2023-05-01,1486,1033,3.0,normal,3,2,30,5,2023
PKM-003,OBT-004,2023-06-01,1597,1259,3.0,normal,3,2,30,6,2023
PKM-003,OBT-004,2023-07-01,2750,1218,3.0,normal,3,2,30,7,2023
PKM-003,OBT-004,2023-08-01,1648,1091,3.0,normal,3,2,30,8,2023
PKM-003,OBT-004,2023-09-01,2258,1220,3.0,normal,3,2,30,9,2023
PKM-003,OBT-004,2023-10-01,2598,1414,3.0,normal,3,2,30,10,2023
PKM-003,OBT-004,2023-11-01,2010,2427,3.0,normal,3,2,30,11,2023
PKM-003,OBT-004,2023-12-01,2289,1429,3.0,normal,3,2,30,12,2023
PKM-003,OBT-004,2024-01-01,1616,1276,3.0,normal,3,2,30,1,2024
PKM-003,OBT-004,2024-02-01,2516,1406,3.0,normal,3,2,30,2,2024
PKM-003,OBT-004,2024-03-01,2560,1213,3.0,normal,3,2,30,3,2024
PKM-003,OBT-004,2024-04-01,1385,942,3.0,normal,3,2,30,4,2024
PKM-003,OBT-004,2024-05-01,2579,1236,3.0,normal,3,2,30,5,2024
PKM-003,OBT-004,2024-06-01,2388,1116,3.0,normal,3,2,30,6,2024
PKM-003,OBT-004,2024-07-01,2568,1225,3.0,normal,3,2,30,7,2024
PKM-003,OBT-004,2024-08-01,2247,1123,3.0,normal,3,2,30,8,2024
PKM-003,OBT-004,2024-09-01,1768,1255,3.0,normal,3,2,30,9,2024
PKM-003,OBT-004,2024-10-01,1650,1295,3.0,normal,3,2,30,10,2024
PKM-003,OBT-004,2024-11-01,1698,2440,3.0,normal,3,2,30,11,2024
PKM-003,OBT-004,2024-12-01,2296,1513,3.0,normal,3,2,30,12,2024
PKM-003,OBT-004,2025-01-01,2514,1489,3.0,normal,3,2,30,1,2025
PKM-003,OBT-004,2025-02-01,2623,1417,3.0,normal,3,2,30,2,2025
PKM-003,OBT-005,2023-03-01,1456,970,3.0,normal,3,1,30,3,2023
PKM-003,OBT-005,2023-04-01,887,596,3.0,normal,3,1,30,4,2023
PKM-003,OBT-005,2023-05-01,1167,704,3.0,normal,3,1,30,5,2023
PKM-003,OBT-005,2023-06-01,1436,863,3.0,normal,3,1,30,6,2023
PKM-003,OBT-005,2023-07-01,1509,859,3.0,normal,3,1,30,7,2023
PKM-003,OBT-005,2023-08-01,1971,871,3.0,normal,3,1,30,8,2023
PKM-003,OBT-005,2023-09-01,1418,799,3.0,normal,3,1,30,9,2023
PKM-003,OBT-005,2023-10-01,858,919,3.0,normal,3,1,30,10,2023
PKM-003,OBT-005,2023-11-01,4514,4914,3.0,normal,3,1,30,11,2023
PKM-003,OBT-005,2023-12-01,1924,1200,3.0,normal,3,1,30,12,2023
PKM-003,OBT-005,2024-01-01,2217,972,3.0,normal,3,1,30,1,2024
PKM-003,OBT-005,2024-02-01,1529,835,3.0,normal,3,1,30,2,2024
PKM-003,OBT-005,2024-03-01,1878,918,3.0,normal,3,1,30,3,2024
PKM-003,OBT-005,2024-04-01,1171,627,3.0,normal,3,1,30,4,2024
PKM-003,OBT-005,2024-05-01,1273,669,3.0,normal,3,1,30,5,2024
PKM-003,OBT-005,2024-06-01,1223,858,3.0,normal,3,1,30,6,2024
PKM-003,OBT-005,2024-07-01,1356,855,3.0,normal,3,1,30,7,2024
PKM-003,OBT-005,2024-08-01,1548,877,3.0,normal,3,1,30,8,2024
PKM-003,OBT-005,2024-09-01,1839,825,3.0,normal,3,1,30,9,2024
PKM-003,OBT-005,2024-10-01,1038,962,3.0,normal,3,1,30,10,2024
PKM-003,OBT-005,2024-11-01,4338,4770,3.0,normal,3,1,30,11,2024
PKM-003,OBT-005,2024-12-01,2010,1181,3.0,normal,3,1,30,12,2024
PKM-003,OBT-005,2025-01-01,1615,896,3.0,normal,3,1,30,1,2025
PKM-003,OBT-005,2025-02-01,1899,972,3.0,normal,3,1,30,2,2025
PKM-003,OBT-006,2023-03-01,1177,717,3.0,normal,3,1,30,3,2023
PKM-003,OBT-006,2023-04-01,1052,550,3.0,normal,3,1,30,4,2023
PKM-003,OBT-006,2023-05-01,729,594,3.0,normal,3,1,30,5,2023
PKM-003,OBT-006,2023-06-01,1149,765,3.0,normal,3,1,30,6,2023
PKM-003,OBT-006,2023-07-01,1117,661,3.0,normal,3,1,30,7,2023
PKM-003,OBT-006,2023-08-01,1347,788,3.0,normal,3,1,30,8,2023
PKM-003,OBT-006,2023-09-01,1333,660,3.0,normal,3,1,30,9,2023
PKM-003,OBT-006,2023-10-01,1025,713,3.0,normal,3,1,30,10,2023
PKM-003,OBT-006,2023-11-01,1869,2123,3.0,normal,3,1,30,11,2023
PKM-003,OBT-006,2023-12-01,1838,871,3.0,normal,3,1,30,12,2023
PKM-003,OBT-006,2024-01-01,1197,779,3.0,normal,3,1,30,1,2024
PKM-003,OBT-006,2024-02-01,1305,805,3.0,normal,3,1,30,2,2024
PKM-003,OBT-006,2024-03-01,1671,776,3.0,normal,3,1,30,3,2024
PKM-003,OBT-006,2024-04-01,851,636,3.0,normal,3,1,30,4,2024
PKM-003,OBT-006,2024-05-01,895,604,3.0,normal,3,1,30,5,2024
PKM-003,OBT-006,2024-06-01,1409,604,3.0,normal,3,1,30,6,2024
PKM-003,OBT-006,2024-07-01,880,726,3.0,normal,3,1,30,7,2024
PKM-003,OBT-006,2024-08-01,1407,648,3.0,normal,3,1,30,8,2024
PKM-003,OBT-006,2024-09-01,940,710,3.0,normal,3,1,30,9,2024
PKM-003,OBT-006,2024-10-01,938,766,3.0,normal,3,1,30,10,2024
PKM-003,OBT-006,2024-11-01,1286,2281,3.0,normal,3,1,30,11,2024
PKM-003,OBT-006,2024-12-01,1304,1051,3.0,normal,3,1,30,12,2024
PKM-003,OBT-006,2025-01-01,882,736,3.0,normal,3,1,30,1,2025
PKM-003,OBT-006,2025-02-01,1234,814,3.0,normal,3,1,30,2,2025
PKM-003,OBT-007,2023-03-01,1339,707,3.0,normal,3,2,2,3,2023
PKM-003,OBT-007,2023-04-01,737,562,3.0,normal,3,2,2,4,2023
PKM-003,OBT-007,2023-05-01,1254,576,3.0,normal,3,2,2,5,2023
PKM-003,OBT-007,2023-06-01,1238,685,3.0,normal,3,2,2,6,2023
PKM-003,OBT-007,2023-07-01,1502,619,3.0,normal,3,2,2,7,2023
PKM-003,OBT-007,2023-08-01,1062,584,3.0,normal,3,2,2,8,2023
PKM-003,OBT-007,2023-09-01,841,570,3.0,normal,3,2,2,9,2023
PKM-003,OBT-007,2023-10-01,969,765,3.0,normal,3,2,2,10,2023
PKM-003,OBT-007,2023-11-01,2095,3013,3.0,normal,3,2,2,11,2023
PKM-003,OBT-007,2023-12-01,903,786,3.0,normal,3,2,2,12,2023
PKM-003,OBT-007,2024-01-01,1047,720,3.0,normal,3,2,2,1,2024
PKM-003,OBT-007,2024-02-01,1532,658,3.0,normal,3,2,2,2,2024
PKM-003,OBT-007,2024-03-01,914,677,3.0,normal,3,2,2,3,2024
PKM-003,OBT-007,2024-04-01,678,573,3.0,normal,3,2,2,4,2024
PKM-003,OBT-007,2024-05-01,756,553,3.0,normal,3,2,2,5,2024
PKM-003,OBT-007,2024-06-01,901,655,3.0,normal,3,2,2,6,2024
PKM-003,OBT-007,2024-07-01,796,558,3.0,normal,3,2,2,7,2024
PKM-003,OBT-007,2024-08-01,1225,598,3.0,normal,3,2,2,8,2024
PKM-003,OBT-007,2024-09-01,1157,581,3.0,normal,3,2,2,9,2024
PKM-003,OBT-007,2024-10-01,877,772,3.0,normal,3,2,2,10,2024
PKM-003,OBT-007,2024-11-01,2797,3024,3.0,normal,3,2,2,11,2024
PKM-003,OBT-007,2024-12-01,2143,927,3.0,normal,3,2,2,12,2024
PKM-003,OBT-007,2025-01-01,1017,777,3.0,normal,3,2,2,1,2025
PKM-003,OBT-007,2025-02-01,983,644,3.0,normal,3,2,2,2,2025
PKM-003,OBT-008,2023-03-01,907,631,3.0,normal,3,3,14,3,2023
PKM-003,OBT-008,2023-04-01,662,438,3.0,normal,3,3,14,4,2023
PKM-003,OBT-008,2023-05-01,1162,574,3.0,normal,3,3,14,5,2023
PKM-003,OBT-008,2023-06-01,794,519,3.0,normal,3,3,14,6,2023
PKM-003,OBT-008,2023-07-01,764,549,3.0,normal,3,3,14,7,2023
PKM-003,OBT-008,2023-08-01,1379,563,3.0,normal,3,3,14,8,2023
PKM-003,OBT-008,2023-09-01,645,574,3.0,normal,3,3,14,9,2023
PKM-003,OBT-008,2023-10-01,917,638,3.0,normal,3,3,14,10,2023
PKM-003,OBT-008,2023-11-01,886,1183,3.0,normal,3,3,14,11,2023
PKM-003,OBT-008,2023-12-01,1415,752,3.0,normal,3,3,14,12,2023
PKM-003,OBT-008,2024-01-01,840,675,3.0,normal,3,3,14,1,2024
PKM-003,OBT-008,2024-02-01,1631,690,3.0,normal,3,3,14,2,2024
PKM-003,OBT-008,2024-03-01,1126,644,3.0,normal,3,3,14,3,2024
PKM-003,OBT-008,2024-04-01,720,457,3.0,normal,3,3,14,4,2024
PKM-003,OBT-008,2024-05-01,717,517,3.0,normal,3,3,14,5,2024
PKM-003,OBT-008,2024-06-01,856,608,3.0,normal,3,3,14,6,2024
PKM-003,OBT-008,2024-07-01,708,524,3.0,normal,3,3,14,7,2024
PKM-003,OBT-008,2024-08-01,1173,615,3.0,normal,3,3,14,8,2024
PKM-003,OBT-008,2024-09-01,1060,575,3.0,normal,3,3,14,9,2024
PKM-003,OBT-008,2024-10-01,882,650,3.0,normal,3,3,14,10,2024
PKM-003,OBT-008,2024-11-01,1001,1008,3.0,normal,3,3,14,11,2024
PKM-003,OBT-008,2024-12-01,1047,808,3.0,normal,3,3,14,12,2024
PKM-003,OBT-008,2025-01-01,812,626,3.0,normal,3,3,14,1,2025
PKM-003,OBT-008,2025-02-01,813,586,3.0,normal,3,3,14,2,2025
PKM-003,OBT-009,2023-03-01,730,556,3.0,normal,3,3,14,3,2023
PKM-003,OBT-009,2023-04-01,610,508,3.0,normal,3,3,14,4,2023
PKM-003,OBT-009,2023-05-01,804,473,3.0,normal,3,3,14,5,2023
PKM-003,OBT-009,2023-06-01,997,505,3.0,normal,3,3,14,6,2023
PKM-003,OBT-009,2023-07-01,1132,581,3.0,normal,3,3,14,7,2023
PKM-003,OBT-009,2023-08-01,922,585,3.0,normal,3,3,14,8,2023
PKM-003,OBT-009,2023-09-01,1068,532,3.0,normal,3,3,14,9,2023
PKM-003,OBT-009,2023-10-01,862,616,3.0,normal,3,3,14,10,2023
PKM-003,OBT-009,2023-11-01,1195,1198,3.0,normal,3,3,14,11,2023
PKM-003,OBT-009,2023-12-01,950,820,3.0,normal,3,3,14,12,2023
PKM-003,OBT-009,2024-01-01,965,630,3.0,normal,3,3,14,1,2024
PKM-003,OBT-009,2024-02-01,1033,668,3.0,normal,3,3,14,2,2024
PKM-003,OBT-009,2024-03-01,1105,674,3.0,normal,3,3,14,3,2024
PKM-003,OBT-009,2024-04-01,960,446,3.0,normal,3,3,14,4,2024
PKM-003,OBT-009,2024-05-01,1060,553,3.0,normal,3,3,14,5,2024
PKM-003,OBT-009,2024-06-01,1061,540,3.0,normal,3,3,14,6,2024
PKM-003,OBT-009,2024-07-01,1305,588,3.0,normal,3,3,14,7,2024
PKM-003,OBT-009,2024-08-01,1354,612,3.0,normal,3,3,14,8,2024
PKM-003,OBT-009,2024-09-01,684,563,3.0,normal,3,3,14,9,2024
PKM-003,OBT-009,2024-10-01,881,662,3.0,normal,3,3,14,10,2024
PKM-003,OBT-009,2024-11-01,868,1044,3.0,normal,3,3,14,11,2024
PKM-003,OBT-009,2024-12-01,1266,796,3.0,normal,3,3,14,12,2024
PKM-003,OBT-009,2025-01-01,1171,604,3.0,normal,3,3,14,1,2025
PKM-003,OBT-009,2025-02-01,1306,566,3.0,normal,3,3,14,2,2025
PKM-003,OBT-010,2023-03-01,992,614,3.0,normal,3,4,2,3,2023
PKM-003,OBT-010,2023-04-01,847,462,3.0,normal,3,4,2,4,2023
PKM-003,OBT-010,2023-05-01,651,446,3.0,normal,3,4,2,5,2023
PKM-003,OBT-010,2023-06-01,481,465,3.0,normal,3,4,2,6,2023
PKM-003,OBT-010,2023-07-01,844,558,3.0,normal,3,4,2,7,2023
PKM-003,OBT-010,2023-08-01,894,570,3.0,normal,3,4,2,8,2023
PKM-003,OBT-010,2023-09-01,1070,556,3.0,normal,3,4,2,9,2023
PKM-003,OBT-010,2023-10-01,1029,617,3.0,normal,3,4,2,10,2023
PKM-003,OBT-010,2023-11-01,763,948,3.0,normal,3,4,2,11,2023
PKM-003,OBT-010,2023-12-01,938,750,3.0,normal,3,4,2,12,2023
PKM-003,OBT-010,2024-01-01,1086,624,3.0,normal,3,4,2,1,2024
PKM-003,OBT-010,2024-02-01,1076,550,3.0,normal,3,4,2,2,2024
PKM-003,OBT-010,2024-03-01,840,602,3.0,normal,3,4,2,3,2024
PKM-003,OBT-010,2024-04-01,618,457,3.0,normal,3,4,2,4,2024
PKM-003,OBT-010,2024-05-01,840,436,3.0,normal,3,4,2,5,2024
PKM-003,OBT-010,2024-06-01,660,517,3.0,normal,3,4,2,6,2024
PKM-003,OBT-010,2024-07-01,691,446,3.0,normal,3,4,2,7,2024
PKM-003,OBT-010,2024-08-01,1047,572,3.0,normal,3,4,2,8,2024
PKM-003,OBT-010,2024-09-01,1265,584,3.0,normal,3,4,2,9,2024
PKM-003,OBT-010,2024-10-01,553,584,3.0,normal,3,4,2,10,2024
PKM-003,OBT-010,2024-11-01,646,1039,3.0,normal,3,4,2,11,2024
PKM-003,OBT-010,2024-12-01,1254,690,3.0,normal,3,4,2,12,2024
PKM-003,OBT-010,2025-01-01,872,533,3.0,normal,3,4,2,1,2025
PKM-003,OBT-010,2025-02-01,1338,616,3.0,normal,3,4,2,2,2025
PKM-003,OBT-011,2023-03-01,894,550,3.0,normal,3,1,30,3,2023
PKM-003,OBT-011,2023-04-01,771,410,3.0,normal,3,1,30,4,2023
PKM-003,OBT-011,2023-05-01,728,443,3.0,normal,3,1,30,5,2023
PKM-003,OBT-011,2023-06-01,719,471,3.0,normal,3,1,30,6,2023
PKM-003,OBT-011,2023-07-01,546,433,3.0,normal,3,1,30,7,2023
PKM-003,OBT-011,2023-08-01,782,512,3.0,normal,3,1,30,8,2023
PKM-003,OBT-011,2023-09-01,874,500,3.0,normal,3,1,30,9,2023
PKM-003,OBT-011,2023-10-01,723,597,3.0,normal,3,1,30,10,2023
PKM-003,OBT-011,2023-11-01,598,974,3.0,normal,3,1,30,11,2023
PKM-003,OBT-011,2023-12-01,1115,616,3.0,normal,3,1,30,12,2023
PKM-003,OBT-011,2024-01-01,1061,549,3.0,normal,3,1,30,1,2024
PKM-003,OBT-011,2024-02-01,1018,466,3.0,normal,3,1,30,2,2024
