facility_id,period,condition_id,manual_cases,anamnesis_indicated_cases,estimated_total_cases,confidence_level
PKM-008,2023-04-01,K02,3,0.0,3.0,high
PKM-008,2023-04-01,K03,1,0.0,1.0,high
PKM-008,2023-04-01,K04,1,0.0,1.0,high
PKM-008,2023-04-01,K05,1,0.0,1.0,high
PKM-008,2023-04-01,K06,1,0.0,1.0,high
PKM-008,2023-04-01,K12,1,0.0,1.0,high
PKM-008,2023-04-01,K13,1,0.0,1.0,high
PKM-008,2023-04-01,K14,2,0.0,2.0,high
PKM-008,2023-04-01,K15,1,0.0,1.0,high
PKM-008,2023-05-01,K01,2,0.0,2.0,high
PKM-008,2023-05-01,K02,2,0.0,2.0,high
PKM-008,2023-05-01,K03,2,0.0,2.0,high
PKM-008,2023-05-01,K04,2,0.0,2.0,high
PKM-008,2023-05-01,K13,1,0.0,1.0,high
PKM-008,2023-05-01,K14,1,0.0,1.0,high
PKM-008,2023-06-01,K02,2,0.0,2.0,high
PKM-008,2023-06-01,K04,1,0.0,1.0,high
PKM-008,2023-06-01,K10,1,0.0,1.0,high
PKM-008,2023-06-01,K11,2,0.0,2.0,high
PKM-008,2023-06-01,K13,2,0.0,2.0,high
PKM-008,2023-06-01,K14,2,0.0,2.0,high
PKM-008,2023-06-01,K15,1,0.0,1.0,high
PKM-008,2023-06-01,K16,1,0.0,1.0,high
PKM-008,2023-07-01,K01,1,0.0,1.0,high
PKM-008,2023-07-01,K02,4,0.0,4.0,high
PKM-008,2023-07-01,K03,1,0.0,1.0,high
PKM-008,2023-07-01,K05,1,0.0,1.0,high
PKM-008,2023-07-01,K06,1,0.0,1.0,high
PKM-008,2023-07-01,K09,2,0.0,2.0,high
PKM-008,2023-07-01,K13,1,0.0,1.0,high
PKM-008,2023-07-01,K15,1,0.0,1.0,high
PKM-008,2023-07-01,K16,2,0.0,2.0,high
PKM-008,2023-08-01,K02,1,0.0,1.0,high
PKM-008,2023-08-01,K06,1,0.0,1.0,high
PKM-008,2023-08-01,K11,1,0.0,1.0,high
PKM-008,2023-08-01,K13,2,0.0,2.0,high
PKM-008,2023-08-01,K16,1,0.0,1.0,high
PKM-008,2023-09-01,K02,3,0.0,3.0,high
PKM-008,2023-09-01,K14,1,0.0,1.0,high
PKM-008,2023-09-01,K15,1,0.0,1.0,high
PKM-008,2023-10-01,K01,2,0.0,2.0,high
PKM-008,2023-10-01,K02,3,0.0,3.0,high
PKM-008,2023-10-01,K03,1,0.0,1.0,high
PKM-008,2023-10-01,K06,1,0.0,1.0,high
PKM-008,2023-10-01,K11,1,0.0,1.0,high
PKM-008,2023-10-01,K14,2,0.0,2.0,high
PKM-008,2023-11-01,K01,1,0.0,1.0,high
PKM-008,2023-11-01,K02,2,0.0,2.0,high
PKM-008,2023-11-01,K03,2,0.0,2.0,high
PKM-008,2023-11-01,K05,1,0.0,1.0,high
PKM-008,2023-11-01,K09,1,0.0,1.0,high
PKM-008,2023-11-01,K11,2,0.0,2.0,high
PKM-008,2023-11-01,K13,3,0.0,3.0,high
PKM-008,2023-11-01,K14,2,0.0,2.0,high
PKM-008,2023-11-01,K15,1,0.0,1.0,high
PKM-008,2023-12-01,K01,2,0.0,2.0,high
PKM-008,2023-12-01,K04,1,0.0,1.0,high
PKM-008,2023-12-01,K05,1,0.0,1.0,high
PKM-008,2023-12-01,K10,1,0.0,1.0,high
PKM-008,2023-12-01,K11,2,0.0,2.0,high
PKM-008,2023-12-01,K15,1,0.0,1.0,high
PKM-008,2024-01-01,K01,2,0.0,2.0,high
PKM-008,2024-01-01,K02,4,0.0,4.0,high
PKM-008,2024-01-01,K03,2,0.0,2.0,high
PKM-008,2024-01-01,K04,1,0.0,1.0,high
PKM-008,2024-01-01,K05,1,0.0,1.0,high
PKM-008,2024-01-01,K08,1,0.0,1.0,high
PKM-008,2024-01-01,K11,1,0.0,1.0,high
PKM-008,2024-01-01,K13,4,0.0,4.0,high
PKM-008,2024-02-01,K01,2,0.0,2.0,high
PKM-008,2024-02-01,K02,2,0.0,2.0,high
PKM-008,2024-02-01,K03,1,0.0,1.0,high
PKM-008,2024-02-01,K07,1,0.0,1.0,high
PKM-008,2024-02-01,K11,3,0.0,3.0,high
PKM-008,2024-02-01,K12,2,0.0,2.0,high
PKM-008,2024-02-01,K13,1,0.0,1.0,high
PKM-008,2024-02-01,K14,1,0.0,1.0,high
PKM-008,2024-02-01,K15,2,0.0,2.0,high
PKM-008,2024-03-01,K01,1,0.0,1.0,high
PKM-008,2024-03-01,K02,5,0.0,5.0,high
PKM-008,2024-03-01,K05,3,0.0,3.0,high
PKM-008,2024-03-01,K10,1,0.0,1.0,high
PKM-008,2024-03-01,K11,1,0.0,1.0,high
PKM-008,2024-03-01,K14,4,0.0,4.0,high
PKM-008,2024-03-01,K15,1,0.0,1.0,high
PKM-008,2024-03-01,K16,2,0.0,2.0,high
PKM-008,2024-04-01,K01,1,0.0,1.0,high
PKM-008,2024-04-01,K02,4,0.0,4.0,high
PKM-008,2024-04-01,K04,1,0.0,1.0,high
PKM-008,2024-04-01,K05,3,0.0,3.0,high
PKM-008,2024-04-01,K11,1,0.0,1.0,high
PKM-008,2024-04-01,K13,2,0.0,2.0,high
PKM-008,2024-04-01,K14,3,0.0,3.0,high
PKM-008,2024-04-01,K15,2,0.0,2.0,high
PKM-008,2024-04-01,K16,1,0.0,1.0,high
PKM-008,2024-05-01,K01,1,0.0,1.0,high
PKM-008,2024-05-01,K02,6,0.0,6.0,high
PKM-008,2024-05-01,K03,1,0.0,1.0,high
PKM-008,2024-05-01,K04,2,0.0,2.0,high
PKM-008,2024-05-01,K05,3,0.0,3.0,high
PKM-008,2024-05-01,K06,2,0.0,2.0,high
PKM-008,2024-05-01,K07,2,0.0,2.0,high
PKM-008,2024-05-01,K11,1,0.0,1.0,high
PKM-008,2024-05-01,K12,2,0.0,2.0,high
PKM-008,2024-05-01,K13,3,0.0,3.0,high
PKM-008,2024-05-01,K14,1,0.0,1.0,high
PKM-008,2024-06-01,K02,2,0.0,2.0,high
PKM-008,2024-06-01,K04,2,0.0,2.0,high
PKM-008,2024-06-01,K06,1,0.0,1.0,high
PKM-008,2024-06-01,K13,1,0.0,1.0,high
PKM-008,2024-06-01,K15,1,0.0,1.0,high
PKM-008,2024-06-01,K16,1,0.0,1.0,high
PKM-008,2024-07-01,K01,2,0.0,2.0,high
PKM-008,2024-07-01,K02,1,0.0,1.0,high
PKM-008,2024-07-01,K11,1,0.0,1.0,high
PKM-008,2024-07-01,K13,3,0.0,3.0,high
PKM-008,2024-07-01,K14,2,0.0,2.0,high
PKM-008,2024-08-01,K01,1,0.0,1.0,high
PKM-008,2024-08-01,K02,3,0.0,3.0,high
PKM-008,2024-08-01,K07,1,0.0,1.0,high
PKM-008,2024-08-01,K09,1,0.0,1.0,high
PKM-008,2024-08-01,K12,1,0.0,1.0,high
PKM-008,2024-08-01,K13,3,0.0,3.0,high
PKM-008,2024-08-01,K14,1,0.0,1.0,high
PKM-008,2024-08-01,K16,1,0.0,1.0,high
PKM-008,2024-09-01,K03,2,0.0,2.0,high
PKM-008,2024-09-01,K04,1,0.0,1.0,high
PKM-008,2024-09-01,K10,1,0.0,1.0,high
PKM-008,2024-09-01,K11,1,0.0,1.0,high
PKM-008,2024-09-01,K13,1,0.0,1.0,high
PKM-008,2024-09-01,K15,1,0.0,1.0,high
PKM-008,2024-10-01,K01,3,0.0,3.0,high
PKM-008,2024-10-01,K06,1,0.0,1.0,high
PKM-008,2024-10-01,K10,1,0.0,1.0,high
PKM-008,2024-10-01,K15,1,0.0,1.0,high
PKM-008,2024-11-01,K02,3,0.0,3.0,high
PKM-008,2024-11-01,K06,1,0.0,1.0,high
PKM-008,2024-11-01,K11,1,0.0,1.0,high
PKM-008,2024-11-01,K12,3,0.0,3.0,high
PKM-008,2024-12-01,K02,4,0.0,4.0,high
PKM-008,2024-12-01,K06,1,0.0,1.0,high
PKM-008,2024-12-01,K14,2,0.0,2.0,high
PKM-008,2024-12-01,K15,1,0.0,1.0,high
PKM-008,2025-01-01,K01,3,0.6,3.6,high
PKM-008,2025-01-01,K02,3,2.069,5.069,high
PKM-008,2025-01-01,K03,1,1.874,2.874,high
PKM-008,2025-01-01,K05,2,0.0,2.0,high
PKM-008,2025-01-01,K06,1,0.0,1.0,high
PKM-008,2025-01-01,K09,0,0.725,0.725,high
PKM-008,2025-01-01,K11,1,0.0,1.0,high
PKM-008,2025-01-01,K12,1,0.716,1.716,high
PKM-008,2025-01-01,K13,0,0.515,0.515,high
PKM-008,2025-01-01,K14,2,0.0,2.0,high
PKM-008,2025-01-01,K15,0,0.9,0.9,high
PKM-008,2025-02-01,K01,4,0.941,4.941,high
PKM-008,2025-02-01,K02,2,0.0,2.0,high
PKM-008,2025-02-01,K03,1,0.0,1.0,high
PKM-008,2025-02-01,K05,0,0.905,0.905,high
PKM-008,2025-02-01,K11,2,0.0,2.0,high
PKM-008,2025-02-01,K12,1,0.0,1.0,high
PKM-008,2025-02-01,K13,3,0.0,3.0,high
PKM-008,2025-02-01,K14,3,0.0,3.0,high
PKM-008,2025-03-01,K02,3,0.0,3.0,high
PKM-008,2025-03-01,K03,1,0.0,1.0,high
PKM-008,2025-03-01,K04,1,0.0,1.0,high
PKM-008,2025-03-01,K06,1,0.0,1.0,high
PKM-008,2025-03-01,K14,1,0.0,1.0,high
PKM-008,2025-04-01,K01,0,0.424,0.424,high
PKM-008,2025-04-01,K02,2,0.0,2.0,high
PKM-008,2025-04-01,K03,1,0.322,1.322,high
PKM-008,2025-04-01,K04,1,0.0,1.0,high
PKM-008,2025-04-01,K05,2,1.37,3.37,high
PKM-008,2025-04-01,K06,1,0.0,1.0,high
PKM-008,2025-04-01,K11,0,0.324,0.324,high
PKM-008,2025-04-01,K13,1,0.515,1.515,high
PKM-008,2025-04-01,K14,0,0.918,0.918,high
PKM-008,2025-04-01,K16,0,1.217,1.217,high
PKM-008,2025-05-01,K01,0,1.864,1.864,high
PKM-008,2025-05-01,K02,1,0.0,1.0,high
PKM-008,2025-05-01,K03,0,0.322,0.322,high
PKM-008,2025-05-01,K04,1,0.0,1.0,high
PKM-008,2025-05-01,K05,1,0.0,1.0,high
PKM-008,2025-05-01,K06,1,0.784,1.784,high
PKM-008,2025-05-01,K11,1,0.905,1.905,high
PKM-008,2025-05-01,K12,1,0.0,1.0,high
PKM-008,2025-05-01,K13,1,0.515,1.515,high
PKM-008,2025-05-01,K14,1,0.0,1.0,high
PKM-008,2025-05-01,K15,1,0.0,1.0,high
PKM-008,2025-06-01,K01,3,0.501,3.501,high
PKM-008,2025-06-01,K02,1,0.0,1.0,high
PKM-008,2025-06-01,K03,1,0.322,1.322,high
PKM-008,2025-06-01,K05,1,0.0,1.0,high
PKM-008,2025-06-01,K11,1,0.0,1.0,high
PKM-008,2025-06-01,K13,2,0.515,2.515,high
PKM-008,2025-06-01,K14,3,0.321,3.321,high
PKM-008,2025-06-01,K16,2,1.217,3.217,high
PKM-008,2025-07-01,K01,1,0.0,1.0,high
PKM-008,2025-07-01,K02,2,1.963,3.963,high
PKM-008,2025-07-01,K05,1,0.0,1.0,high
PKM-008,2025-07-01,K06,1,0.0,1.0,high
PKM-008,2025-07-01,K12,1,0.0,1.0,high
PKM-008,2025-07-01,K13,2,0.0,2.0,high
PKM-008,2025-08-01,K01,1,0.0,1.0,high
PKM-008,2025-08-01,K02,4,0.663,4.663,high
PKM-008,2025-08-01,K03,1,0.0,1.0,high
PKM-008,2025-08-01,K08,1,0.0,1.0,high
PKM-008,2025-08-01,K16,1,0.0,1.0,high
PKM-008,2025-09-01,K02,1,0.0,1.0,high
PKM-008,2025-09-01,K03,1,0.998,1.998,high
PKM-008,2025-09-01,K05,1,0.0,1.0,high
PKM-008,2025-09-01,K06,1,0.784,1.784,high
PKM-008,2025-09-01,K07,1,0.0,1.0,high
PKM-008,2025-09-01,K11,1,0.0,1.0,high
PKM-008,2025-09-01,K13,2,0.0,2.0,high
PKM-008,2025-09-01,K15,1,0.0,1.0,high
PKM-008,2025-09-01,K16,1,0.0,1.0,high
PKM-008,2025-10-01,K02,4,0.966,4.966,high
PKM-008,2025-10-01,K04,1,0.0,1.0,high
PKM-008,2025-10-01,K05,0,0.823,0.823,high
PKM-008,2025-10-01,K07,1,0.0,1.0,high
PKM-008,2025-10-01,K14,1,0.0,1.0,high
PKM-008,2025-11-01,K01,1,0.0,1.0,high
PKM-008,2025-11-01,K02,4,0.0,4.0,high
PKM-008,2025-11-01,K03,1,0.0,1.0,high
PKM-008,2025-11-01,K05,0,0.823,0.823,high
PKM-008,2025-11-01,K06,2,0.0,2.0,high
PKM-008,2025-11-01,K14,1,0.0,1.0,high
PKM-008,2025-11-01,K15,2,0.0,2.0,high
PKM-008,2025-11-01,K16,1,0.0,1.0,high
PKM-008,2025-12-01,K01,0,0.424,0.424,high
PKM-008,2025-12-01,K02,1,0.663,1.663,high
PKM-008,2025-12-01,K03,1,0.958,1.958,high
PKM-008,2025-12-01,K05,1,0.905,1.905,high
PKM-008,2025-12-01,K07,1,0.0,1.0,high
PKM-008,2025-12-01,K11,1,0.324,1.324,high
PKM-008,2025-12-01,K14,2,0.627,2.627,high
PKM-009,2023-01-01,K03,1,0.0,1.0,high
PKM-009,2023-02-01,K01,1,0.0,1.0,high
PKM-009,2023-02-01,K11,1,0.0,1.0,high
PKM-009,2023-02-01,K13,1,0.0,1.0,high
PKM-009,2023-03-01,K01,3,0.0,3.0,high
PKM-009,2023-03-01,K02,2,0.0,2.0,high
PKM-009,2023-03-01,K11,3,0.0,3.0,high
PKM-009,2023-03-01,K13,1,0.0,1.0,high
PKM-009,2023-03-01,K14,1,0.0,1.0,high
PKM-009,2023-03-01,K15,1,0.0,1.0,high
PKM-009,2023-04-01,K01,2,0.0,2.0,high
PKM-009,2023-04-01,K13,1,0.0,1.0,high
PKM-009,2023-04-01,K14,3,0.0,3.0,high
PKM-009,2023-06-01,K11,1,0.0,1.0,high
PKM-009,2023-06-01,K13,1,0.0,1.0,high
PKM-009,2023-07-01,K03,1,0.0,1.0,high
PKM-009,2023-07-01,K13,1,0.0,1.0,high
PKM-009,2023-07-01,K14,1,0.0,1.0,high
PKM-009,2023-09-01,K01,1,0.0,1.0,high
PKM-009,2023-09-01,K02,1,0.0,1.0,high
PKM-009,2023-09-01,K05,1,0.0,1.0,high
PKM-009,2023-09-01,K11,1,0.0,1.0,high
PKM-009,2023-09-01,K12,1,0.0,1.0,high
PKM-009,2023-09-01,K13,2,0.0,2.0,high
PKM-009,2023-10-01,K01,4,0.0,4.0,high
PKM-009,2023-10-01,K03,1,0.0,1.0,high
PKM-009,2023-11-01,K01,3,0.0,3.0,high
PKM-009,2023-11-01,K02,2,0.0,2.0,high
PKM-009,2023-11-01,K11,1,0.0,1.0,high
PKM-009,2023-11-01,K15,1,0.0,1.0,high
PKM-009,2023-12-01,K01,2,0.0,2.0,high
PKM-009,2023-12-01,K05,1,0.0,1.0,high
PKM-009,2023-12-01,K13,1,0.0,1.0,high
PKM-009,2023-12-01,K14,1,0.0,1.0,high
PKM-009,2024-01-01,K11,2,0.0,2.0,high
PKM-009,2024-01-01,K13,1,0.0,1.0,high
PKM-009,2024-01-01,K14,1,0.0,1.0,high
PKM-009,2024-02-01,K01,1,0.0,1.0,high
PKM-009,2024-02-01,K08,1,0.0,1.0,high
PKM-009,2024-02-01,K12,1,0.0,1.0,high
PKM-009,2024-02-01,K15,1,0.0,1.0,high
PKM-009,2024-03-01,K05,1,0.0,1.0,high
PKM-009,2024-03-01,K11,1,0.0,1.0,high
PKM-009,2024-03-01,K13,1,0.0,1.0,high
PKM-009,2024-03-01,K14,1,0.0,1.0,high
PKM-009,2024-04-01,K01,2,0.0,2.0,high
PKM-009,2024-04-01,K03,1,0.0,1.0,high
PKM-009,2024-04-01,K11,1,0.0,1.0,high
PKM-009,2024-04-01,K13,1,0.0,1.0,high
PKM-009,2024-04-01,K14,1,0.0,1.0,high
PKM-009,2024-04-01,K15,1,0.0,1.0,high
PKM-009,2024-05-01,K01,1,0.0,1.0,high
PKM-009,2024-05-01,K05,1,0.0,1.0,high
PKM-009,2024-05-01,K11,1,0.0,1.0,high
PKM-009,2024-06-01,K03,2,0.0,2.0,high
PKM-009,2024-06-01,K13,1,0.0,1.0,high
PKM-009,2024-07-01,K05,1,0.0,1.0,high
PKM-009,2024-07-01,K16,1,0.0,1.0,high
PKM-009,2024-08-01,K01,1,0.0,1.0,high
PKM-009,2024-08-01,K02,1,0.0,1.0,high
PKM-009,2024-08-01,K03,1,0.0,1.0,high
PKM-009,2024-08-01,K15,1,0.0,1.0,high
PKM-009,2024-08-01,K16,1,0.0,1.0,high
PKM-009,2024-09-01,K01,1,0.0,1.0,high
PKM-009,2024-09-01,K02,2,0.0,2.0,high
PKM-009,2024-09-01,K05,2,0.0,2.0,high
PKM-009,2024-09-01,K13,1,0.0,1.0,high
PKM-009,2024-10-01,K05,1,0.0,1.0,high
PKM-009,2024-10-01,K12,1,0.0,1.0,high
PKM-009,2024-11-01,K11,1,0.0,1.0,high
PKM-009,2024-11-01,K13,1,0.0,1.0,high
PKM-009,2024-12-01,K01,1,0.0,1.0,high
PKM-009,2025-01-01,K01,4,0.0,4.0,high
PKM-009,2025-01-01,K02,1,0.0,1.0,high
PKM-009,2025-01-01,K03,0,0.998,0.998,high
PKM-009,2025-01-01,K11,1,0.0,1.0,high
PKM-009,2025-02-01,K01,0,0.994,0.994,high
PKM-009,2025-02-01,K02,0,0.687,0.687,high
PKM-009,2025-02-01,K13,1,0.0,1.0,high
PKM-009,2025-02-01,K16,1,0.0,1.0,high
PKM-009,2025-03-01,K02,0,0.978,0.978,high
PKM-009,2025-03-01,K03,0,0.322,0.322,high
PKM-009,2025-03-01,K11,1,0.0,1.0,high
PKM-009,2025-03-01,K13,1,0.515,1.515,high
PKM-009,2025-04-01,K05,1,0.823,1.823,high
PKM-009,2025-04-01,K06,1,0.0,1.0,high
PKM-009,2025-04-01,K13,1,0.0,1.0,high
PKM-009,2025-04-01,K14,1,0.0,1.0,high
PKM-009,2025-04-01,K16,1,0.0,1.0,high
PKM-009,2025-05-01,K02,0,0.971,0.971,high
PKM-009,2025-05-01,K12,1,0.0,1.0,high
PKM-009,2025-06-01,K01,2,0.0,2.0,high
PKM-009,2025-06-01,K02,1,0.687,1.687,high
PKM-009,2025-06-01,K03,1,0.0,1.0,high
PKM-009,2025-06-01,K13,1,0.0,1.0,high
PKM-009,2025-07-01,K02,2,0.687,2.687,high
PKM-009,2025-07-01,K03,0,0.992,0.992,high
PKM-009,2025-07-01,K14,0,0.627,0.627,high
PKM-009,2025-08-01,K02,1,0.6,1.6,high
PKM-009,2025-08-01,K03,0,0.648,0.648,high
PKM-009,2025-08-01,K07,1,0.0,1.0,high
PKM-009,2025-08-01,K12,1,0.0,1.0,high
PKM-009,2025-08-01,K13,0,0.515,0.515,high
PKM-009,2025-09-01,K01,1,0.0,1.0,high
PKM-009,2025-09-01,K04,2,0.0,2.0,high
PKM-009,2025-09-01,K11,1,0.0,1.0,high
PKM-009,2025-09-01,K13,2,0.0,2.0,high
PKM-009,2025-09-01,K15,1,0.0,1.0,high
PKM-009,2025-09-01,K16,0,0.608,0.608,high
PKM-009,2025-10-01,K01,1,0.979,1.979,high
PKM-009,2025-10-01,K05,1,0.0,1.0,high
PKM-009,2025-11-01,K01,3,1.996,4.996,high
PKM-009,2025-11-01,K02,1,0.423,1.423,high
PKM-009,2025-11-01,K03,1,0.0,1.0,high
PKM-009,2025-11-01,K13,2,0.0,2.0,high
PKM-009,2025-12-01,K01,3,2.38,5.38,high
PKM-009,2025-12-01,K02,0,0.687,0.687,high
PKM-009,2025-12-01,K11,0,0.288,0.288,high
PKM-009,2025-12-01,K13,1,0.0,1.0,high
PKM-009,2025-12-01,K15,1,0.0,1.0,high
PKM-009,2025-12-01,K16,1,0.0,1.0,high
PKM-010,2023-01-01,K01,1,0.0,1.0,high
PKM-010,2023-01-01,K02,4,0.0,4.0,high
PKM-010,2023-01-01,K06,1,0.0,1.0,high
PKM-010,2023-01-01,K11,2,0.0,2.0,high
PKM-010,2023-01-01,K13,2,0.0,2.0,high
PKM-010,2023-01-01,K14,1,0.0,1.0,high
PKM-010,2023-01-01,K15,1,0.0,1.0,high
PKM-010,2023-01-01,K16,1,0.0,1.0,high
PKM-010,2023-02-01,K01,2,0.0,2.0,high
PKM-010,2023-02-01,K05,1,0.0,1.0,high
PKM-010,2023-02-01,K06,2,0.0,2.0,high
PKM-010,2023-02-01,K07,1,0.0,1.0,high
PKM-010,2023-02-01,K13,2,0.0,2.0,high
PKM-010,2023-03-01,K02,3,0.0,3.0,high
PKM-010,2023-03-01,K03,1,0.0,1.0,high
PKM-010,2023-03-01,K06,5,0.0,5.0,high
PKM-010,2023-03-01,K11,2,0.0,2.0,high
PKM-010,2023-03-01,K12,1,0.0,1.0,high
PKM-010,2023-03-01,K14,1,0.0,1.0,high
PKM-010,2023-04-01,K01,2,0.0,2.0,high
PKM-010,2023-04-01,K02,3,0.0,3.0,high
PKM-010,2023-04-01,K04,1,0.0,1.0,high
PKM-010,2023-04-01,K13,2,0.0,2.0,high
PKM-010,2023-05-01,K01,1,0.0,1.0,high
PKM-010,2023-05-01,K02,1,0.0,1.0,high
PKM-010,2023-05-01,K05,2,0.0,2.0,high
PKM-010,2023-05-01,K11,1,0.0,1.0,high
PKM-010,2023-05-01,K14,2,0.0,2.0,high
PKM-010,2023-05-01,K15,1,0.0,1.0,high
PKM-010,2023-05-01,K16,1,0.0,1.0,high
PKM-010,2023-06-01,K01,1,0.0,1.0,high
PKM-010,2023-06-01,K02,3,0.0,3.0,high
PKM-010,2023-06-01,K03,1,0.0,1.0,high
PKM-010,2023-06-01,K05,2,0.0,2.0,high
PKM-010,2023-06-01,K10,1,0.0,1.0,high
PKM-010,2023-06-01,K11,2,0.0,2.0,high
PKM-010,2023-06-01,K13,1,0.0,1.0,high
PKM-010,2023-06-01,K16,1,0.0,1.0,high
PKM-010,2023-07-01,K01,2,0.0,2.0,high
PKM-010,2023-07-01,K02,2,0.0,2.0,high
PKM-010,2023-07-01,K03,1,0.0,1.0,high
PKM-010,2023-07-01,K04,1,0.0,1.0,high
PKM-010,2023-07-01,K05,1,0.0,1.0,high
PKM-010,2023-07-01,K11,1,0.0,1.0,high
PKM-010,2023-07-01,K12,1,0.0,1.0,high
PKM-010,2023-07-01,K14,2,0.0,2.0,high
PKM-010,2023-07-01,K15,1,0.0,1.0,high
PKM-010,2023-07-01,K16,1,0.0,1.0,high
PKM-010,2023-08-01,K01,2,0.0,2.0,high
PKM-010,2023-08-01,K02,1,0.0,1.0,high
PKM-010,2023-08-01,K03,2,0.0,2.0,high
PKM-010,2023-08-01,K06,1,0.0,1.0,high
PKM-010,2023-08-01,K07,1,0.0,1.0,high
PKM-010,2023-08-01,K13,2,0.0,2.0,high
PKM-010,2023-08-01,K15,1,0.0,1.0,high
PKM-010,2023-09-01,K02,1,0.0,1.0,high
PKM-010,2023-09-01,K03,1,0.0,1.0,high
PKM-010,2023-09-01,K05,1,0.0,1.0,high
PKM-010,2023-09-01,K06,1,0.0,1.0,high
PKM-010,2023-09-01,K11,2,0.0,2.0,high
PKM-010,2023-09-01,K14,1,0.0,1.0,high
PKM-010,2023-10-01,K01,1,0.0,1.0,high
PKM-010,2023-10-01,K02,2,0.0,2.0,high
PKM-010,2023-10-01,K04,1,0.0,1.0,high
PKM-010,2023-10-01,K05,2,0.0,2.0,high
PKM-010,2023-10-01,K11,1,0.0,1.0,high
PKM-010,2023-10-01,K13,1,0.0,1.0,high
PKM-010,2023-10-01,K14,3,0.0,3.0,high
PKM-010,2023-10-01,K15,1,0.0,1.0,high
PKM-010,2023-11-01,K04,1,0.0,1.0,high
PKM-010,2023-11-01,K05,1,0.0,1.0,high
PKM-010,2023-11-01,K06,1,0.0,1.0,high
PKM-010,2023-11-01,K11,2,0.0,2.0,high
PKM-010,2023-11-01,K13,1,0.0,1.0,high
PKM-010,2023-11-01,K14,2,0.0,2.0,high
PKM-010,2023-12-01,K01,1,0.0,1.0,high
PKM-010,2023-12-01,K02,1,0.0,1.0,high
PKM-010,2023-12-01,K06,1,0.0,1.0,high
PKM-010,2023-12-01,K11,2,0.0,2.0,high
PKM-010,2023-12-01,K13,1,0.0,1.0,high
PKM-010,2023-12-01,K14,2,0.0,2.0,high
PKM-010,2023-12-01,K15,2,0.0,2.0,high
PKM-010,2023-12-01,K16,2,0.0,2.0,high
PKM-010,2024-01-01,K01,3,0.0,3.0,high
PKM-010,2024-01-01,K02,1,0.0,1.0,high
PKM-010,2024-01-01,K11,3,0.0,3.0,high
PKM-010,2024-01-01,K12,1,0.0,1.0,high
PKM-010,2024-01-01,K14,1,0.0,1.0,high
PKM-010,2024-01-01,K15,1,0.0,1.0,high
PKM-010,2024-01-01,K16,1,0.0,1.0,high
PKM-010,2024-02-01,K02,3,0.0,3.0,high
PKM-010,2024-02-01,K03,1,0.0,1.0,high
PKM-010,2024-02-01,K06,2,0.0,2.0,high
PKM-010,2024-02-01,K07,1,0.0,1.0,high
PKM-010,2024-02-01,K08,1,0.0,1.0,high
PKM-010,2024-02-01,K11,2,0.0,2.0,high
PKM-010,2024-02-01,K14,2,0.0,2.0,high
PKM-010,2024-03-01,K01,2,0.0,2.0,high
PKM-010,2024-03-01,K02,3,0.0,3.0,high
PKM-010,2024-03-01,K03,1,0.0,1.0,high
PKM-010,2024-03-01,K13,2,0.0,2.0,high
PKM-010,2024-04-01,K01,1,0.0,1.0,high
PKM-010,2024-04-01,K02,3,0.0,3.0,high
PKM-010,2024-04-01,K03,1,0.0,1.0,high
PKM-010,2024-04-01,K05,1,0.0,1.0,high
PKM-010,2024-04-01,K13,1,0.0,1.0,high
PKM-010,2024-04-01,K14,1,0.0,1.0,high
PKM-010,2024-04-01,K15,1,0.0,1.0,high
PKM-010,2024-05-01,K03,1,0.0,1.0,high
PKM-010,2024-05-01,K06,2,0.0,2.0,high
PKM-010,2024-05-01,K10,1,0.0,1.0,high
PKM-010,2024-05-01,K11,1,0.0,1.0,high
PKM-010,2024-05-01,K12,1,0.0,1.0,high
PKM-010,2024-05-01,K14,2,0.0,2.0,high
PKM-010,2024-06-01,K02,1,0.0,1.0,high
PKM-010,2024-06-01,K03,1,0.0,1.0,high
PKM-010,2024-06-01,K05,2,0.0,2.0,high
PKM-010,2024-06-01,K08,1,0.0,1.0,high
PKM-010,2024-06-01,K13,1,0.0,1.0,high
PKM-010,2024-06-01,K14,3,0.0,3.0,high
PKM-010,2024-07-01,K02,2,0.0,2.0,high
PKM-010,2024-07-01,K03,1,0.0,1.0,high
PKM-010,2024-07-01,K05,1,0.0,1.0,high
PKM-010,2024-07-01,K06,1,0.0,1.0,high
PKM-010,2024-07-01,K12,2,0.0,2.0,high
PKM-010,2024-07-01,K13,1,0.0,1.0,high
PKM-010,2024-07-01,K14,1,0.0,1.0,high
PKM-010,2024-07-01,K15,2,0.0,2.0,high
PKM-010,2024-07-01,K16,2,0.0,2.0,high
PKM-010,2024-08-01,K01,1,0.0,1.0,high
PKM-010,2024-08-01,K03,1,0.0,1.0,high
PKM-010,2024-08-01,K04,1,0.0,1.0,high
PKM-010,2024-08-01,K08,1,0.0,1.0,high
PKM-010,2024-08-01,K10,1,0.0,1.0,high
PKM-010,2024-08-01,K14,1,0.0,1.0,high
PKM-010,2024-09-01,K02,2,0.0,2.0,high
PKM-010,2024-09-01,K05,2,0.0,2.0,high
PKM-010,2024-09-01,K10,1,0.0,1.0,high
PKM-010,2024-09-01,K11,1,0.0,1.0,high
PKM-010,2024-09-01,K13,2,0.0,2.0,high
PKM-010,2024-09-01,K14,1,0.0,1.0,high
